基金代码,基金名称,基金类型,限购额度情况,狭义海外AI占比,扩展海外AI占比,广义离岸AI占比,匹配持仓数,核心持仓摘要
012185,大成创新趋势混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,3.33%,1,腾讯控股 3.33%
012188,华安优势龙头混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,4.08%,1,腾讯控股 4.08%
012203,中加消费优选混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,4.64%,1,阿里巴巴-W 4.64%
012189,华安优势龙头混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,4.08%,1,腾讯控股 4.08%
012202,中加消费优选混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,4.64%,1,阿里巴巴-W 4.64%
012208,华夏港股前沿经济混合(QDII)A,QDII-混合偏股,限大额；起购10元；日累计5万；数据日05-22,0.00%,0.00%,25.25%,4,腾讯控股 8.74%; 阿里巴巴-W 6.15%; 中芯国际 6.02%; 百度集团-SW 4.34%
012199,国金核心资产一年持有C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,13.54%,3,华虹半导体 6.31%; 中芯国际 4.04%; 阿里巴巴-W 3.19%
012205,中银通利债券C,债券型-混合二级,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,0.50%,1,阿里巴巴-W 0.50%
012191,中银恒泰9个月持有期债券A,债券型-混合二级,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,2.01%,2,阿里巴巴-W 1.06%; 腾讯控股 0.95%
012198,国金核心资产一年持有A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,13.54%,3,华虹半导体 6.31%; 中芯国际 4.04%; 阿里巴巴-W 3.19%
012211,申万菱信智能汽车股票C,股票型,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,6.27%,1,地平线机器人-W 6.27%
012210,申万菱信智能汽车股票A,股票型,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,6.27%,1,地平线机器人-W 6.27%
012204,中银通利债券A,债券型-混合二级,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,0.50%,1,阿里巴巴-W 0.50%
012209,华夏港股前沿经济混合(QDII)C,QDII-混合偏股,限大额；起购10元；日累计5万；数据日05-22,0.00%,0.00%,25.25%,4,腾讯控股 8.74%; 阿里巴巴-W 6.15%; 中芯国际 6.02%; 百度集团-SW 4.34%
012192,中银恒泰9个月持有期债券C,债券型-混合二级,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,2.01%,2,阿里巴巴-W 1.06%; 腾讯控股 0.95%
012228,景顺长城港股通全球竞争力C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,7.97%,1,腾讯控股 7.97%
012239,惠升优势企业一年持有期混合,混合型-灵活,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,3.93%,1,腾讯控股 3.93%
012225,嘉实优势精选混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,7.87%,1,腾讯控股 7.87%
012227,景顺长城港股通全球竞争力A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,7.97%,1,腾讯控股 7.97%
012226,嘉实优势精选混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,7.87%,1,腾讯控股 7.87%
012255,富国高质量混合,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,3.91%,1,腾讯控股 3.91%
012260,广发睿明优质企业混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,7.09%,2,腾讯控股 3.96%; 阿里巴巴-W 3.13%
012254,鹏扬景润一年持有混合C,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,2.33%,1,腾讯控股 2.33%
012253,鹏扬景润一年持有混合A,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,2.33%,1,腾讯控股 2.33%
012261,广发睿明优质企业混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,7.09%,2,腾讯控股 3.96%; 阿里巴巴-W 3.13%
012293,泰康鼎泰一年持有期混合C,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,3.76%,1,腾讯控股 3.76%
012292,泰康鼎泰一年持有期混合A,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,3.76%,1,腾讯控股 3.76%
012294,泰康优势精选三年持有期混合,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,6.73%,1,腾讯控股 6.73%
012331,广发集优9个月持有期债券C,债券型-混合二级,暂停申购；当前不可场外申购；数据日05-25,0.00%,0.00%,0.72%,1,阿里巴巴-W 0.72%
012330,广发集优9个月持有期债券A,债券型-混合二级,暂停申购；当前不可场外申购；数据日05-25,0.00%,0.00%,0.72%,1,阿里巴巴-W 0.72%
012361,汇丰晋信港股通核心资产股票发起式C,股票型,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,9.41%,1,腾讯控股 9.41%
012360,汇丰晋信港股通核心资产股票发起式A,股票型,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,9.41%,1,腾讯控股 9.41%
012379,创金合信港股互联网3个月持有期混合(QDII)A,QDII-混合偏股,开放申购；起购10元；日累计无限额；数据日05-22,0.00%,0.00%,28.66%,5,腾讯控股 7.39%; 中芯国际 6.77%; 小米集团-W 6.45%; 阿里巴巴-W 5.90%; 地平线机器人-W 2.15%
012377,长盛安睿一年持有混合A,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,4.40%,1,腾讯控股 4.40%
012380,创金合信港股互联网3个月持有期混合(QDII)C,QDII-混合偏股,开放申购；起购10元；日累计无限额；数据日05-22,0.00%,0.00%,28.66%,5,腾讯控股 7.39%; 中芯国际 6.77%; 小米集团-W 6.45%; 阿里巴巴-W 5.90%; 地平线机器人-W 2.15%
012378,长盛安睿一年持有混合C,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,4.40%,1,腾讯控股 4.40%
012397,南方佳元6个月持有债券A,债券型-混合二级,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,0.44%,1,腾讯控股 0.44%
012400,南方永元一年持有债券C,债券型-混合二级,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,1.06%,2,腾讯控股 0.62%; 阿里巴巴-W 0.44%
012398,南方佳元6个月持有债券C,债券型-混合二级,开放申购；起购1元；日累计0元；数据日05-25,0.00%,0.00%,0.44%,1,腾讯控股 0.44%
012399,南方永元一年持有债券A,债券型-混合二级,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,1.06%,2,腾讯控股 0.62%; 阿里巴巴-W 0.44%
012412,汇泉策略优选混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,1.97%,1,腾讯控股 1.97%
012406,永赢长远价值混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,3.03%,1,腾讯控股 3.03%
012409,广发恒昌一年持有混合C,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,4.74%,2,腾讯控股 3.12%; 晶泰控股 1.62%
012407,永赢长远价值混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,3.03%,1,腾讯控股 3.03%
012408,广发恒昌一年持有混合A,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,4.74%,2,腾讯控股 3.12%; 晶泰控股 1.62%
012428,华夏核心制造混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,12.56%,2,腾讯控股 7.59%; 阿里巴巴-W 4.97%
012429,华夏核心制造混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,12.56%,2,腾讯控股 7.59%; 阿里巴巴-W 4.97%
012434,银华多元回报一年持有期混合,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,8.52%,2,腾讯控股 4.39%; 阿里巴巴-W 4.13%
012439,东方红睿和三年持有混合C,混合型-偏股,暂停申购；当前不可场外申购；数据日05-25,0.00%,0.00%,3.57%,1,中芯国际 3.57%
012460,汇添富稳健睿享一年持有混合C,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,0.29%,1,腾讯控股 0.29%
012448,华夏互联网龙头混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,18.02%,2,阿里巴巴-W 9.79%; 腾讯控股 8.23%
012447,华夏互联网龙头混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,18.02%,2,阿里巴巴-W 9.79%; 腾讯控股 8.23%
012459,汇添富稳健睿享一年持有混合A,混合型-偏债,开放申购；起购10元；日累计0元；数据日05-25,0.00%,0.00%,0.29%,1,腾讯控股 0.29%
012474,大成成长回报六个月持有混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,3.35%,1,腾讯控股 3.35%
012473,大成成长回报六个月持有混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,3.35%,1,腾讯控股 3.35%
012484,前海开源优质龙头6个月持有混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,11.42%,2,腾讯控股 6.09%; 阿里巴巴-W 5.33%
012477,富国匠心精选12个月持有混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,8.39%,1,腾讯控股 8.39%
012478,富国匠心精选12个月持有混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,8.39%,1,腾讯控股 8.39%
012485,建信汇益一年持有混合A,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,0.60%,1,腾讯控股 0.60%
012494,长信内需均衡混合C,混合型-偏股,限大额；起购10元；日累计1000万；数据日05-25,0.00%,0.00%,7.88%,1,阿里巴巴-W 7.88%
012502,银华安盛混合,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,11.75%,2,中芯国际 6.10%; 阿里巴巴-W 5.65%
012486,建信汇益一年持有混合C,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,0.60%,1,腾讯控股 0.60%
012497,同泰行业优选股票C,股票型,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,5.43%,1,小米集团-W 5.43%
012483,前海开源优质龙头6个月持有混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,11.42%,2,腾讯控股 6.09%; 阿里巴巴-W 5.33%
012510,国富优质企业一年持有期混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,17.78%,3,阿里巴巴-W 6.68%; 腾讯控股 6.04%; 中芯国际 5.06%
012493,长信内需均衡混合A,混合型-偏股,限大额；起购10元；日累计1000万；数据日05-25,0.00%,0.00%,7.88%,1,阿里巴巴-W 7.88%
012496,同泰行业优选股票A,股票型,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,5.43%,1,小米集团-W 5.43%
012523,国联高质量成长混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,8.64%,2,腾讯控股 5.55%; 晶泰控股 3.09%
012506,东方品质消费一年持有期混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,8.94%,2,腾讯控股 5.44%; 阿里巴巴-W 3.50%
012511,国富优质企业一年持有期混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,17.78%,3,阿里巴巴-W 6.68%; 腾讯控股 6.04%; 中芯国际 5.06%
012507,东方品质消费一年持有期混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,8.94%,2,腾讯控股 5.44%; 阿里巴巴-W 3.50%
012524,国联高质量成长混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,8.64%,2,腾讯控股 5.55%; 晶泰控股 3.09%
012568,天弘高端制造混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,4.76%,1,腾讯控股 4.76%
012570,建信恒生科技指数发起(QDII)A,指数型-海外股票,开放申购；起购10元；日累计无限额；数据日05-22,0.00%,0.00%,31.72%,5,小米集团-W 7.80%; 腾讯控股 7.35%; 阿里巴巴-W 6.85%; 中芯国际 6.02%; 百度集团-SW 3.70%
012569,天弘高端制造混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,4.76%,1,腾讯控股 4.76%
012571,建信恒生科技指数发起(QDII)C,指数型-海外股票,开放申购；起购10元；日累计无限额；数据日05-22,0.00%,0.00%,31.72%,5,小米集团-W 7.80%; 腾讯控股 7.35%; 阿里巴巴-W 6.85%; 中芯国际 6.02%; 百度集团-SW 3.70%
012584,南方中国新兴经济9个月持有期混合(QDII)A,QDII-混合偏股,开放申购；起购10元；日累计无限额；数据日05-22,0.00%,0.00%,2.84%,1,腾讯控股 2.84%
012587,南方港股创新视野一年持有混合C,混合型-灵活,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,4.46%,1,华虹半导体 4.46%
012588,南方港股通优势企业混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,11.61%,2,腾讯控股 8.67%; 中芯国际 2.94%
012586,南方港股创新视野一年持有混合A,混合型-灵活,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,4.46%,1,华虹半导体 4.46%
012589,南方港股通优势企业混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,11.61%,2,腾讯控股 8.67%; 中芯国际 2.94%
012585,南方中国新兴经济9个月持有期混合(QDII)C,QDII-混合偏股,开放申购；起购10元；日累计无限额；数据日05-22,0.00%,0.00%,2.84%,1,腾讯控股 2.84%
012613,创金合信产业智选混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,6.61%,1,中芯国际 6.61%
012614,创金合信产业智选混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,6.61%,1,中芯国际 6.61%
012641,鹏华稳健鸿利一年持有期混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,5.12%,1,腾讯控股 5.12%
012640,鹏华稳健鸿利一年持有期混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,5.12%,1,腾讯控股 5.12%
012647,中欧洞见一年持有混合,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,4.90%,1,腾讯控股 4.90%
012651,博时半导体主题混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,13.93%,2,华虹半导体 8.20%; 中芯国际 5.73%
012670,南方新兴产业混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,7.13%,1,腾讯控股 7.13%
012650,博时半导体主题混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,13.93%,2,华虹半导体 8.20%; 中芯国际 5.73%
012669,南方新兴产业混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,7.13%,1,腾讯控股 7.13%
012683,东方红安盈甄选一年持有混合A,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,1.59%,3,小米集团-W 0.70%; 腾讯控股 0.51%; 阿里巴巴-W 0.38%
012704,中银兴利稳健回报灵活配置混合A,混合型-灵活,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,6.91%,2,阿里巴巴-W 5.69%; 中芯国际 1.22%
012684,东方红安盈甄选一年持有混合C,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,1.59%,3,小米集团-W 0.70%; 腾讯控股 0.51%; 阿里巴巴-W 0.38%
012705,中银兴利稳健回报灵活配置混合C,混合型-灵活,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,6.91%,2,阿里巴巴-W 5.69%; 中芯国际 1.22%
012706,中银核心精选混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,10.16%,4,腾讯控股 3.01%; 华虹半导体 2.72%; 中芯国际 2.58%; 阿里巴巴-W 1.85%
012707,中银核心精选混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,10.16%,4,腾讯控股 3.01%; 华虹半导体 2.72%; 中芯国际 2.58%; 阿里巴巴-W 1.85%
012719,华夏新兴经济一年持有混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,7.95%,1,腾讯控股 7.95%
012720,华夏新兴经济一年持有混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,7.95%,1,腾讯控股 7.95%
012711,前海开源沪港深蓝筹精选混合C,混合型-灵活,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,13.96%,2,腾讯控股 9.15%; 小米集团-W 4.81%
012746,富国双利增强债券A,债券型-混合二级,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,1.05%,3,阿里巴巴-W 0.47%; 腾讯控股 0.38%; 中芯国际 0.20%
012747,富国双利增强债券C,债券型-混合二级,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,1.05%,3,阿里巴巴-W 0.47%; 腾讯控股 0.38%; 中芯国际 0.20%
012779,博时移动互联主题混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,16.58%,4,阿里巴巴-W 4.89%; 华虹半导体 4.03%; 中芯国际 3.89%; 腾讯控股 3.77%
012770,光大创新生活混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,7.81%,2,腾讯控股 4.69%; 阿里巴巴-W 3.12%
012780,博时移动互联主题混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,16.58%,4,阿里巴巴-W 4.89%; 华虹半导体 4.03%; 中芯国际 3.89%; 腾讯控股 3.77%
012790,汇添富双享回报债券C,债券型-混合二级,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,1.37%,2,腾讯控股 0.80%; 阿里巴巴-W 0.57%
012789,汇添富双享回报债券A,债券型-混合二级,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,1.37%,2,腾讯控股 0.80%; 阿里巴巴-W 0.57%
012813,国富鑫颐收益混合C,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,2.86%,1,腾讯控股 2.86%
012812,国富鑫颐收益混合A,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,2.86%,1,腾讯控股 2.86%
012809,鹏华中证沪港深科技龙头指数(LOF)C,指数型-股票,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,25.69%,4,腾讯控股 8.40%; 阿里巴巴-W 8.19%; 小米集团-W 5.87%; 中芯国际 3.23%
012827,工银聚宁9个月持有期混合C,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,1.98%,1,腾讯控股 1.98%
012833,交银鸿信一年持有期混合A,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,2.82%,2,腾讯控股 1.58%; 阿里巴巴-W 1.24%
012834,交银鸿信一年持有期混合C,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,2.82%,2,腾讯控股 1.58%; 阿里巴巴-W 1.24%
012820,汇添富价值领先混合,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,9.24%,1,腾讯控股 9.24%
012836,招商景气精选股票C,股票型,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,3.43%,1,腾讯控股 3.43%
012835,招商景气精选股票A,股票型,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,3.43%,1,腾讯控股 3.43%
012848,大成悦享生活混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,4.96%,1,腾讯控股 4.96%
012849,大成悦享生活混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,4.96%,1,腾讯控股 4.96%
012826,工银聚宁9个月持有期混合A,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,1.98%,1,腾讯控股 1.98%
012851,国联低碳经济3个月持有混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,4.71%,1,阿里巴巴-W 4.71%
012850,国联低碳经济3个月持有混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,4.71%,1,阿里巴巴-W 4.71%
012846,恒越蓝筹精选混合,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,16.18%,3,腾讯控股 6.64%; 中芯国际 4.90%; 阿里巴巴-W 4.64%
012884,华夏港股通精选股票发起式(LOF)C,股票型,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,17.13%,3,腾讯控股 6.60%; 阿里巴巴-W 5.39%; 中芯国际 5.14%
012892,安信优质企业三年持有混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,9.02%,1,腾讯控股 9.02%
012893,安信优质企业三年持有混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,9.02%,1,腾讯控股 9.02%
012924,华夏新时代混合美元现汇(QDII),QDII-混合灵活,限大额；起购1元；日累计0元；数据日05-22,0.00%,5.35%,5.35%,1,Lumentum Holdings Inc 5.35%
012925,华夏新时代混合美元现钞(QDII),QDII-混合灵活,限大额；起购1元；日累计0元；数据日05-22,0.00%,5.35%,5.35%,1,Lumentum Holdings Inc 5.35%
012944,广发稳睿六个月持有混合C,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,2.46%,1,腾讯控股 2.46%
012952,汇添富鑫享添利六个月持有混合C,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,0.73%,1,腾讯控股 0.73%
012949,东方红招瑞甄选18个月持有混合A,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,4.88%,2,腾讯控股 2.75%; 阿里巴巴-W 2.13%
012943,广发稳睿六个月持有混合A,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,2.46%,1,腾讯控股 2.46%
012955,国寿安保稳盛6个月持有混合A,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,0.34%,1,腾讯控股 0.34%
012963,招商稳健平衡混合A,混合型-平衡,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,2.77%,1,小米集团-W 2.77%
012964,招商稳健平衡混合C,混合型-平衡,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,2.77%,1,小米集团-W 2.77%
012950,东方红招瑞甄选18个月持有混合C,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,4.88%,2,腾讯控股 2.75%; 阿里巴巴-W 2.13%
012965,招商瑞泰1年持有混合A,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,0.47%,1,腾讯控股 0.47%
012956,国寿安保稳盛6个月持有混合C,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,0.34%,1,腾讯控股 0.34%
012966,招商瑞泰1年持有混合C,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,0.47%,1,腾讯控股 0.47%
012951,汇添富鑫享添利六个月持有混合A,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,0.73%,1,腾讯控股 0.73%
012968,广发行业严选三年持有期混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,3.31%,1,小米集团-W 3.31%
012967,广发行业严选三年持有期混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,3.31%,1,小米集团-W 3.31%
012988,嘉合锦明混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,5.35%,1,中芯国际 5.35%
012971,东吴消费成长混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,11.54%,2,阿里巴巴-W 6.30%; 腾讯控股 5.24%
012972,东吴消费成长混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,11.54%,2,阿里巴巴-W 6.30%; 腾讯控股 5.24%
012994,汇添富品牌力一年持有混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,5.78%,1,腾讯控股 5.78%
012987,嘉合锦明混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,5.35%,1,中芯国际 5.35%
012993,汇添富品牌力一年持有混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,5.78%,1,腾讯控股 5.78%
013010,万家港股通精选混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,12.60%,2,腾讯控股 7.52%; 阿里巴巴-W 5.08%
013005,国泰价值领航股票C,股票型,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,10.78%,2,腾讯控股 7.27%; 阿里巴巴-W 3.51%
013004,国泰价值领航股票A,股票型,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,10.78%,2,腾讯控股 7.27%; 阿里巴巴-W 3.51%
013009,万家港股通精选混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,12.60%,2,腾讯控股 7.52%; 阿里巴巴-W 5.08%
013045,富国内需增长混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,4.45%,1,腾讯控股 4.45%
013042,鹏扬景浦一年持有混合C,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,1.38%,1,腾讯控股 1.38%
013041,鹏扬景浦一年持有混合A,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,1.38%,1,腾讯控股 1.38%
013047,富国品质生活混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,4.48%,1,腾讯控股 4.48%
013052,汇泉臻心致远混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,8.07%,2,中芯国际 4.90%; 阿里巴巴-W 3.17%
013051,汇泉臻心致远混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,8.07%,2,中芯国际 4.90%; 阿里巴巴-W 3.17%
013063,广发集益一年持有债券A,债券型-混合二级,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,1.58%,1,腾讯控股 1.58%
013064,广发集益一年持有债券C,债券型-混合二级,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,1.58%,1,腾讯控股 1.58%
