基金代码,基金名称,基金类型,AXTI占比,存储占比,光芯片/光通信占比,电芯片/核心半导体占比,合计占比,匹配持仓数,核心持仓摘要
024731,富国双利增强债券E,债券型-混合二级,0.00%,0.00%,0.00%,0.40%,0.40%,2,中芯国际(电芯片/核心半导体) 0.20%; 中芯国际(电芯片/核心半导体) 0.20%
025019,交银稳固收益债券D,债券型-混合二级,0.00%,0.00%,0.00%,0.40%,0.40%,1,圣邦股份(电芯片/核心半导体) 0.40%
519175,浦银经济带崛起混合A,混合型-灵活,0.00%,0.00%,0.40%,0.00%,0.40%,1,仕佳光子(光芯片/光通信) 0.40%
519726,交银稳固收益债券A,债券型-混合二级,0.00%,0.00%,0.00%,0.40%,0.40%,1,圣邦股份(电芯片/核心半导体) 0.40%
009378,招商瑞恒一年持有期混合C,混合型-偏债,0.00%,0.00%,0.00%,0.39%,0.39%,1,寒武纪(电芯片/核心半导体) 0.39%
009377,招商瑞恒一年持有期混合A,混合型-偏债,0.00%,0.00%,0.00%,0.39%,0.39%,1,寒武纪(电芯片/核心半导体) 0.39%
012521,英大稳固增强核心一年持有混合A,混合型-偏债,0.00%,0.00%,0.00%,0.39%,0.39%,1,思瑞浦(电芯片/核心半导体) 0.39%
012522,英大稳固增强核心一年持有混合C,混合型-偏债,0.00%,0.00%,0.00%,0.39%,0.39%,1,思瑞浦(电芯片/核心半导体) 0.39%
017980,南方养老目标2055五年持有混合发起(FOF)A,FOF-进取型,0.00%,0.22%,0.00%,0.17%,0.39%,2,兆易创新(存储) 0.22%; 中芯国际(电芯片/核心半导体) 0.17%
018635,嘉实稳健增利6个月持有混合A,混合型-偏债,0.00%,0.00%,0.00%,0.39%,0.39%,1,中微公司(电芯片/核心半导体) 0.39%
018636,嘉实稳健增利6个月持有混合C,混合型-偏债,0.00%,0.00%,0.00%,0.39%,0.39%,1,中微公司(电芯片/核心半导体) 0.39%
019270,财通中证1000指数增强A,指数型-股票,0.00%,0.00%,0.39%,0.00%,0.39%,1,新易盛(光芯片/光通信) 0.39%
019271,财通中证1000指数增强C,指数型-股票,0.00%,0.00%,0.39%,0.00%,0.39%,1,新易盛(光芯片/光通信) 0.39%
019814,民生加银国证2000指数增强A,指数型-股票,0.00%,0.00%,0.39%,0.00%,0.39%,1,新易盛(光芯片/光通信) 0.39%
019815,民生加银国证2000指数增强C,指数型-股票,0.00%,0.00%,0.39%,0.00%,0.39%,1,新易盛(光芯片/光通信) 0.39%
020756,南方养老目标2055五年持有混合发起(FOF)Y,FOF-进取型,0.00%,0.22%,0.00%,0.17%,0.39%,2,兆易创新(存储) 0.22%; 中芯国际(电芯片/核心半导体) 0.17%
009423,招商瑞信稳健配置混合A,混合型-偏债,0.00%,0.00%,0.38%,0.00%,0.38%,1,高伟电子(光芯片/光通信) 0.38%
009424,招商瑞信稳健配置混合C,混合型-偏债,0.00%,0.00%,0.38%,0.00%,0.38%,1,高伟电子(光芯片/光通信) 0.38%
018772,南方惠享稳健添利债券A,债券型-混合二级,0.00%,0.00%,0.00%,0.38%,0.38%,1,海光信息(电芯片/核心半导体) 0.38%
018773,南方惠享稳健添利债券C,债券型-混合二级,0.00%,0.00%,0.00%,0.38%,0.38%,1,海光信息(电芯片/核心半导体) 0.38%
021317,民生加银智选成长股票C,股票型,0.00%,0.00%,0.38%,0.00%,0.38%,1,光迅科技(光芯片/光通信) 0.38%
021316,民生加银智选成长股票A,股票型,0.00%,0.00%,0.38%,0.00%,0.38%,1,光迅科技(光芯片/光通信) 0.38%
023455,汇添富增强回报债券A,债券型-混合二级,0.00%,0.00%,0.38%,0.00%,0.38%,1,中际旭创(光芯片/光通信) 0.38%
023456,汇添富增强回报债券C,债券型-混合二级,0.00%,0.00%,0.38%,0.00%,0.38%,1,中际旭创(光芯片/光通信) 0.38%
023812,兴业恒泰债券C,债券型-混合二级,0.00%,0.00%,0.38%,0.00%,0.38%,1,新易盛(光芯片/光通信) 0.38%
023811,兴业恒泰债券A,债券型-混合二级,0.00%,0.00%,0.38%,0.00%,0.38%,1,新易盛(光芯片/光通信) 0.38%
024995,汇添富稳颐优选债券A,债券型-混合二级,0.00%,0.00%,0.38%,0.00%,0.38%,1,中际旭创(光芯片/光通信) 0.38%
024996,汇添富稳颐优选债券C,债券型-混合二级,0.00%,0.00%,0.38%,0.00%,0.38%,1,中际旭创(光芯片/光通信) 0.38%
001139,华安新动力灵活配置混合A,混合型-灵活,0.00%,0.00%,0.00%,0.37%,0.37%,1,北方华创(电芯片/核心半导体) 0.37%
016040,华安新动力灵活配置混合C,混合型-灵活,0.00%,0.00%,0.00%,0.37%,0.37%,1,北方华创(电芯片/核心半导体) 0.37%
018507,创金合信益久9个月持有期债券C,债券型-混合二级,0.00%,0.00%,0.00%,0.37%,0.37%,1,中芯国际(电芯片/核心半导体) 0.37%
018506,创金合信益久9个月持有期债券A,债券型-混合二级,0.00%,0.00%,0.00%,0.37%,0.37%,1,中芯国际(电芯片/核心半导体) 0.37%
018508,创金合信益久9个月持有期债券E,债券型-混合二级,0.00%,0.00%,0.00%,0.37%,0.37%,1,中芯国际(电芯片/核心半导体) 0.37%
019982,泓德智选启元混合A,混合型-偏股,0.00%,0.00%,0.37%,0.00%,0.37%,1,中际旭创(光芯片/光通信) 0.37%
019983,泓德智选启元混合C,混合型-偏股,0.00%,0.00%,0.37%,0.00%,0.37%,1,中际旭创(光芯片/光通信) 0.37%
014887,招商安福1年定开债发起式,债券型-混合二级,0.00%,0.00%,0.37%,0.00%,0.37%,3,新易盛(光芯片/光通信) 0.21%; 长飞光纤光缆(光芯片/光通信) 0.11%; 中际旭创(光芯片/光通信) 0.05%
009385,天弘永裕平衡养老三年持有期混合发起式(FOF)A,FOF-均衡型,0.00%,0.00%,0.36%,0.00%,0.36%,1,新易盛(光芯片/光通信) 0.36%
016869,景顺长城稳健增益债券A,债券型-混合二级,0.00%,0.00%,0.00%,0.36%,0.36%,1,中芯国际(电芯片/核心半导体) 0.36%
016870,景顺长城稳健增益债券C,债券型-混合二级,0.00%,0.00%,0.00%,0.36%,0.36%,1,中芯国际(电芯片/核心半导体) 0.36%
017355,天弘永裕平衡养老三年持有期混合发起式(FOF)Y,FOF-均衡型,0.00%,0.00%,0.36%,0.00%,0.36%,1,新易盛(光芯片/光通信) 0.36%
021796,广发稳信六个月持有期混合C,混合型-偏债,0.00%,0.00%,0.36%,0.00%,0.36%,1,高伟电子(光芯片/光通信) 0.36%
021795,广发稳信六个月持有期混合A,混合型-偏债,0.00%,0.00%,0.36%,0.00%,0.36%,1,高伟电子(光芯片/光通信) 0.36%
023392,景顺长城稳健增益债券F,债券型-混合二级,0.00%,0.00%,0.00%,0.36%,0.36%,1,中芯国际(电芯片/核心半导体) 0.36%
025902,天弘盈悦稳健配置6个月持有混合(FOF)A,FOF-稳健型,0.00%,0.00%,0.36%,0.00%,0.36%,1,新易盛(光芯片/光通信) 0.36%
025903,天弘盈悦稳健配置6个月持有混合(FOF)C,FOF-稳健型,0.00%,0.00%,0.36%,0.00%,0.36%,1,新易盛(光芯片/光通信) 0.36%
515590,500等权ETF前海开源,指数型-股票,0.00%,0.36%,0.00%,0.00%,0.36%,1,佰维存储(存储) 0.36%
675081,西部利得祥盈债券A,债券型-混合二级,0.00%,0.00%,0.00%,0.36%,0.36%,1,华海清科(电芯片/核心半导体) 0.36%
675083,西部利得祥盈债券C,债券型-混合二级,0.00%,0.00%,0.00%,0.36%,0.36%,1,华海清科(电芯片/核心半导体) 0.36%
021933,富国中证通信设备主题ETF发起式联接A,指数型-股票,0.00%,0.00%,0.35%,0.00%,0.35%,6,新易盛(光芯片/光通信) 0.12%; 中际旭创(光芯片/光通信) 0.10%; 天孚通信(光芯片/光通信) 0.07%; 光迅科技(光芯片/光通信) 0.02%; 长芯博创(光芯片/光通信) 0.02%; 光库科技(光芯片/光通信) 0.02%
021934,富国中证通信设备主题ETF发起式联接C,指数型-股票,0.00%,0.00%,0.35%,0.00%,0.35%,6,新易盛(光芯片/光通信) 0.12%; 中际旭创(光芯片/光通信) 0.10%; 天孚通信(光芯片/光通信) 0.07%; 光迅科技(光芯片/光通信) 0.02%; 长芯博创(光芯片/光通信) 0.02%; 光库科技(光芯片/光通信) 0.02%
004495,博时量化平衡混合A,混合型-偏债,0.00%,0.00%,0.35%,0.00%,0.35%,1,中际旭创(光芯片/光通信) 0.35%
011250,嘉实稳裕混合C,混合型-偏债,0.00%,0.00%,0.00%,0.35%,0.35%,1,中微公司(电芯片/核心半导体) 0.35%
011249,嘉实稳裕混合A,混合型-偏债,0.00%,0.00%,0.00%,0.35%,0.35%,1,中微公司(电芯片/核心半导体) 0.35%
012114,融通稳健增长一年持有期混合C,混合型-偏债,0.00%,0.00%,0.00%,0.35%,0.35%,1,海光信息(电芯片/核心半导体) 0.35%
012113,融通稳健增长一年持有期混合A,混合型-偏债,0.00%,0.00%,0.00%,0.35%,0.35%,1,海光信息(电芯片/核心半导体) 0.35%
014400,中银民利一年持有期债券C,债券型-混合二级,0.00%,0.00%,0.35%,0.00%,0.35%,1,新易盛(光芯片/光通信) 0.35%
014399,中银民利一年持有期债券A,债券型-混合二级,0.00%,0.00%,0.35%,0.00%,0.35%,1,新易盛(光芯片/光通信) 0.35%
019195,博时量化平衡混合C,混合型-偏债,0.00%,0.00%,0.35%,0.00%,0.35%,1,中际旭创(光芯片/光通信) 0.35%
020766,嘉实中证A100ETF发起联接A,指数型-股票,0.00%,0.00%,0.35%,0.00%,0.35%,1,中际旭创(光芯片/光通信) 0.35%
020767,嘉实中证A100ETF发起联接C,指数型-股票,0.00%,0.00%,0.35%,0.00%,0.35%,1,中际旭创(光芯片/光通信) 0.35%
001800,华安新乐享灵活配置混合A,混合型-灵活,0.00%,0.00%,0.00%,0.34%,0.34%,1,豪威集团(电芯片/核心半导体) 0.34%
004100,鹏华安益增强混合D,混合型-偏债,0.00%,0.00%,0.22%,0.12%,0.34%,2,中际旭创(光芯片/光通信) 0.22%; 寒武纪(电芯片/核心半导体) 0.12%
010620,华安添利6个月债券C,债券型-混合二级,0.00%,0.00%,0.00%,0.34%,0.34%,1,北方华创(电芯片/核心半导体) 0.34%
010619,华安添利6个月债券A,债券型-混合二级,0.00%,0.00%,0.00%,0.34%,0.34%,1,北方华创(电芯片/核心半导体) 0.34%
012660,华安新乐享灵活配置混合C,混合型-灵活,0.00%,0.00%,0.00%,0.34%,0.34%,1,豪威集团(电芯片/核心半导体) 0.34%
022369,鹏华安益增强混合A,混合型-偏债,0.00%,0.00%,0.22%,0.12%,0.34%,2,中际旭创(光芯片/光通信) 0.22%; 寒武纪(电芯片/核心半导体) 0.12%
022370,鹏华安益增强混合C,混合型-偏债,0.00%,0.00%,0.22%,0.12%,0.34%,2,中际旭创(光芯片/光通信) 0.22%; 寒武纪(电芯片/核心半导体) 0.12%
000378,摩根双债增利债券C,债券型-混合二级,0.00%,0.00%,0.33%,0.00%,0.33%,1,中际旭创(光芯片/光通信) 0.33%
000377,摩根双债增利债券A,债券型-混合二级,0.00%,0.00%,0.33%,0.00%,0.33%,1,中际旭创(光芯片/光通信) 0.33%
009460,安信禧悦稳健养老一年持有混合(FOF)A,FOF-稳健型,0.00%,0.00%,0.33%,0.00%,0.33%,1,中际旭创(光芯片/光通信) 0.33%
010980,华夏鼎润债券C,债券型-混合二级,0.00%,0.00%,0.33%,0.00%,0.33%,1,中际旭创(光芯片/光通信) 0.33%
010979,华夏鼎润债券A,债券型-混合二级,0.00%,0.00%,0.33%,0.00%,0.33%,1,中际旭创(光芯片/光通信) 0.33%
014865,南方富祥稳健养老目标一年持有混合(FOF)A,FOF-稳健型,0.00%,0.00%,0.33%,0.00%,0.33%,1,剑桥科技(光芯片/光通信) 0.33%
017364,南方富祥稳健养老目标一年持有混合(FOF)Y,FOF-稳健型,0.00%,0.00%,0.33%,0.00%,0.33%,1,剑桥科技(光芯片/光通信) 0.33%
017469,嘉实上证科创板芯片ETF发起联接A,指数型-股票,0.00%,0.07%,0.02%,0.24%,0.33%,8,中芯国际(电芯片/核心半导体) 0.06%; 海光信息(电芯片/核心半导体) 0.06%; 寒武纪(电芯片/核心半导体) 0.06%; 澜起科技(存储) 0.05%; 中微公司(电芯片/核心半导体) 0.04%; 芯原股份(电芯片/核心半导体) 0.02%; 佰维存储(存储) 0.02%; 源杰科技(光芯片/光通信) 0.02%
017470,嘉实上证科创板芯片ETF发起联接C,指数型-股票,0.00%,0.07%,0.02%,0.24%,0.33%,8,中芯国际(电芯片/核心半导体) 0.06%; 海光信息(电芯片/核心半导体) 0.06%; 寒武纪(电芯片/核心半导体) 0.06%; 澜起科技(存储) 0.05%; 中微公司(电芯片/核心半导体) 0.04%; 芯原股份(电芯片/核心半导体) 0.02%; 佰维存储(存储) 0.02%; 源杰科技(光芯片/光通信) 0.02%
018361,安信禧悦稳健养老一年持有混合(FOF)Y,FOF-稳健型,0.00%,0.00%,0.33%,0.00%,0.33%,1,中际旭创(光芯片/光通信) 0.33%
020836,招商进取策略优选3个月持有期混合发起式(FOF)C,FOF-进取型,0.00%,0.00%,0.00%,0.33%,0.33%,1,中芯国际(电芯片/核心半导体) 0.33%
020835,招商进取策略优选3个月持有期混合发起式(FOF)A,FOF-进取型,0.00%,0.00%,0.00%,0.33%,0.33%,1,中芯国际(电芯片/核心半导体) 0.33%
021870,嘉实上证科创板芯片ETF发起联接I,指数型-股票,0.00%,0.07%,0.02%,0.24%,0.33%,8,中芯国际(电芯片/核心半导体) 0.06%; 海光信息(电芯片/核心半导体) 0.06%; 寒武纪(电芯片/核心半导体) 0.06%; 澜起科技(存储) 0.05%; 中微公司(电芯片/核心半导体) 0.04%; 芯原股份(电芯片/核心半导体) 0.02%; 佰维存储(存储) 0.02%; 源杰科技(光芯片/光通信) 0.02%
023813,摩根双债增利债券D,债券型-混合二级,0.00%,0.00%,0.33%,0.00%,0.33%,1,中际旭创(光芯片/光通信) 0.33%
024128,宏利嘉利债券A,债券型-混合二级,0.00%,0.00%,0.00%,0.33%,0.33%,1,北方华创(电芯片/核心半导体) 0.33%
024129,宏利嘉利债券C,债券型-混合二级,0.00%,0.00%,0.00%,0.33%,0.33%,1,北方华创(电芯片/核心半导体) 0.33%
024417,华夏上证科创板半导体材料设备主题ETF发起式联接A,指数型-股票,0.00%,0.00%,0.00%,0.33%,0.33%,2,华海清科(电芯片/核心半导体) 0.17%; 中微公司(电芯片/核心半导体) 0.16%
024418,华夏上证科创板半导体材料设备主题ETF发起式联接C,指数型-股票,0.00%,0.00%,0.00%,0.33%,0.33%,2,华海清科(电芯片/核心半导体) 0.17%; 中微公司(电芯片/核心半导体) 0.16%
024506,长城睿达多元稳健3个月持有混合发起(FOF)A,FOF-稳健型,0.00%,0.00%,0.33%,0.00%,0.33%,3,新易盛(光芯片/光通信) 0.13%; 中际旭创(光芯片/光通信) 0.11%; 天孚通信(光芯片/光通信) 0.09%
024507,长城睿达多元稳健3个月持有混合发起(FOF)C,FOF-稳健型,0.00%,0.00%,0.33%,0.00%,0.33%,3,新易盛(光芯片/光通信) 0.13%; 中际旭创(光芯片/光通信) 0.11%; 天孚通信(光芯片/光通信) 0.09%
165526,中信保诚新旺混合(LOF)A,混合型-灵活,0.00%,0.00%,0.33%,0.00%,0.33%,1,中际旭创(光芯片/光通信) 0.33%
165527,中信保诚新旺混合(LOF)C,混合型-灵活,0.00%,0.00%,0.33%,0.00%,0.33%,1,中际旭创(光芯片/光通信) 0.33%
485011,工银瑞信双利债券B,债券型-混合二级,0.00%,0.00%,0.33%,0.00%,0.33%,1,天孚通信(光芯片/光通信) 0.33%
485111,工银瑞信双利债券A,债券型-混合二级,0.00%,0.00%,0.33%,0.00%,0.33%,1,天孚通信(光芯片/光通信) 0.33%
020175,国泰海通稳债增利债券发起A,债券型-混合二级,0.00%,0.06%,0.27%,0.00%,0.33%,4,中际旭创(光芯片/光通信) 0.12%; 新易盛(光芯片/光通信) 0.09%; 天孚通信(光芯片/光通信) 0.06%; 澜起科技(存储) 0.06%
020176,国泰海通稳债增利债券发起C,债券型-混合二级,0.00%,0.06%,0.27%,0.00%,0.33%,4,中际旭创(光芯片/光通信) 0.12%; 新易盛(光芯片/光通信) 0.09%; 天孚通信(光芯片/光通信) 0.06%; 澜起科技(存储) 0.06%
006862,招商和悦稳健养老一年持有期混合(FOF)C,FOF-稳健型,0.00%,0.00%,0.00%,0.32%,0.32%,1,中微公司(电芯片/核心半导体) 0.32%
006861,招商和悦稳健养老一年持有期混合(FOF)A,FOF-稳健型,0.00%,0.00%,0.00%,0.32%,0.32%,1,中微公司(电芯片/核心半导体) 0.32%
015318,南方浩誉稳健18个月持有混合(FOF)A,FOF-稳健型,0.00%,0.00%,0.32%,0.00%,0.32%,1,新易盛(光芯片/光通信) 0.32%
015319,南方浩誉稳健18个月持有混合(FOF)C,FOF-稳健型,0.00%,0.00%,0.32%,0.00%,0.32%,1,新易盛(光芯片/光通信) 0.32%
017270,招商和悦稳健养老一年持有期混合(FOF)Y,FOF-稳健型,0.00%,0.00%,0.00%,0.32%,0.32%,1,中微公司(电芯片/核心半导体) 0.32%
019176,汇添富添添乐双鑫债券A,债券型-混合二级,0.00%,0.00%,0.32%,0.00%,0.32%,1,中际旭创(光芯片/光通信) 0.32%
019177,汇添富添添乐双鑫债券C,债券型-混合二级,0.00%,0.00%,0.32%,0.00%,0.32%,1,中际旭创(光芯片/光通信) 0.32%
022550,平安瑞利6个月持有混合A,混合型-偏债,0.00%,0.00%,0.32%,0.00%,0.32%,2,光库科技(光芯片/光通信) 0.16%; 新易盛(光芯片/光通信) 0.16%
022551,平安瑞利6个月持有混合C,混合型-偏债,0.00%,0.00%,0.32%,0.00%,0.32%,2,光库科技(光芯片/光通信) 0.16%; 新易盛(光芯片/光通信) 0.16%
011612,华夏科创50ETF联接A,指数型-股票,0.00%,0.08%,0.00%,0.24%,0.32%,7,海光信息(电芯片/核心半导体) 0.06%; 中芯国际(电芯片/核心半导体) 0.06%; 寒武纪(电芯片/核心半导体) 0.05%; 澜起科技(存储) 0.05%; 中微公司(电芯片/核心半导体) 0.04%; 芯原股份(电芯片/核心半导体) 0.03%; 佰维存储(存储) 0.03%
011613,华夏科创50ETF联接C,指数型-股票,0.00%,0.08%,0.00%,0.24%,0.32%,7,海光信息(电芯片/核心半导体) 0.06%; 中芯国际(电芯片/核心半导体) 0.06%; 寒武纪(电芯片/核心半导体) 0.05%; 澜起科技(存储) 0.05%; 中微公司(电芯片/核心半导体) 0.04%; 芯原股份(电芯片/核心半导体) 0.03%; 佰维存储(存储) 0.03%
022945,华夏科创50ETF联接Y,指数型-股票,0.00%,0.08%,0.00%,0.24%,0.32%,7,海光信息(电芯片/核心半导体) 0.06%; 中芯国际(电芯片/核心半导体) 0.06%; 寒武纪(电芯片/核心半导体) 0.05%; 澜起科技(存储) 0.05%; 中微公司(电芯片/核心半导体) 0.04%; 芯原股份(电芯片/核心半导体) 0.03%; 佰维存储(存储) 0.03%
001592,天弘创业板ETF联接A,指数型-股票,0.00%,0.00%,0.31%,0.00%,0.31%,3,中际旭创(光芯片/光通信) 0.15%; 新易盛(光芯片/光通信) 0.12%; 天孚通信(光芯片/光通信) 0.04%
001593,天弘创业板ETF联接C,指数型-股票,0.00%,0.00%,0.31%,0.00%,0.31%,3,中际旭创(光芯片/光通信) 0.15%; 新易盛(光芯片/光通信) 0.12%; 天孚通信(光芯片/光通信) 0.04%
008044,博远增强回报债券A,债券型-混合二级,0.00%,0.11%,0.20%,0.00%,0.31%,2,新易盛(光芯片/光通信) 0.20%; 兆易创新(存储) 0.11%
008045,博远增强回报债券C,债券型-混合二级,0.00%,0.11%,0.20%,0.00%,0.31%,2,新易盛(光芯片/光通信) 0.20%; 兆易创新(存储) 0.11%
022960,天弘创业板ETF联接Y,指数型-股票,0.00%,0.00%,0.31%,0.00%,0.31%,3,中际旭创(光芯片/光通信) 0.15%; 新易盛(光芯片/光通信) 0.12%; 天孚通信(光芯片/光通信) 0.04%
005078,富国宝利增强债券A,债券型-混合二级,0.00%,0.00%,0.31%,0.00%,0.31%,1,中际旭创(光芯片/光通信) 0.31%
008159,招商盛鑫优选3个月持有(FOF)C,FOF-均衡型,0.00%,0.00%,0.00%,0.31%,0.31%,1,中芯国际(电芯片/核心半导体) 0.31%
008158,招商盛鑫优选3个月持有(FOF)A,FOF-均衡型,0.00%,0.00%,0.00%,0.31%,0.31%,1,中芯国际(电芯片/核心半导体) 0.31%
017149,天弘稳健回报债券发起A,债券型-混合二级,0.00%,0.00%,0.00%,0.31%,0.31%,1,华虹半导体(电芯片/核心半导体) 0.31%
017150,天弘稳健回报债券发起C,债券型-混合二级,0.00%,0.00%,0.00%,0.31%,0.31%,1,华虹半导体(电芯片/核心半导体) 0.31%
017618,华泰柏瑞招享6个月持有期混合C,混合型-偏债,0.00%,0.00%,0.00%,0.31%,0.31%,2,中芯国际(电芯片/核心半导体) 0.30%; 中芯国际(电芯片/核心半导体) 0.01%
017617,华泰柏瑞招享6个月持有期混合A,混合型-偏债,0.00%,0.00%,0.00%,0.31%,0.31%,2,中芯国际(电芯片/核心半导体) 0.30%; 中芯国际(电芯片/核心半导体) 0.01%
021596,天弘稳健回报债券发起E,债券型-混合二级,0.00%,0.00%,0.00%,0.31%,0.31%,1,华虹半导体(电芯片/核心半导体) 0.31%
022175,富国宝利增强债券E,债券型-混合二级,0.00%,0.00%,0.31%,0.00%,0.31%,1,中际旭创(光芯片/光通信) 0.31%
024615,天弘稳健回报债券发起D,债券型-混合二级,0.00%,0.00%,0.00%,0.31%,0.31%,1,华虹半导体(电芯片/核心半导体) 0.31%
003680,华润元大双鑫债券A,债券型-混合二级,0.00%,0.00%,0.00%,0.30%,0.30%,1,中微公司(电芯片/核心半导体) 0.30%
003723,华润元大双鑫债券C,债券型-混合二级,0.00%,0.00%,0.00%,0.30%,0.30%,1,中微公司(电芯片/核心半导体) 0.30%
010869,汇添富稳健欣享一年持有混合,混合型-偏债,0.00%,0.00%,0.30%,0.00%,0.30%,1,中际旭创(光芯片/光通信) 0.30%
011521,鹏扬景源一年持有混合A,混合型-偏债,0.00%,0.00%,0.30%,0.00%,0.30%,1,长飞光纤光缆(光芯片/光通信) 0.30%
011522,鹏扬景源一年持有混合C,混合型-偏债,0.00%,0.00%,0.30%,0.00%,0.30%,1,长飞光纤光缆(光芯片/光通信) 0.30%
011761,平安鑫瑞混合A,混合型-偏债,0.00%,0.00%,0.30%,0.00%,0.30%,2,新易盛(光芯片/光通信) 0.15%; 光库科技(光芯片/光通信) 0.15%
011762,平安鑫瑞混合C,混合型-偏债,0.00%,0.00%,0.30%,0.00%,0.30%,2,新易盛(光芯片/光通信) 0.15%; 光库科技(光芯片/光通信) 0.15%
022017,华泰柏瑞集利债券C,债券型-混合二级,0.00%,0.00%,0.00%,0.30%,0.30%,2,中芯国际(电芯片/核心半导体) 0.30%; 中芯国际(电芯片/核心半导体) 0.00%
022016,华泰柏瑞集利债券A,债券型-混合二级,0.00%,0.00%,0.00%,0.30%,0.30%,2,中芯国际(电芯片/核心半导体) 0.30%; 中芯国际(电芯片/核心半导体) 0.00%
022076,平安鑫瑞混合E,混合型-偏债,0.00%,0.00%,0.30%,0.00%,0.30%,2,新易盛(光芯片/光通信) 0.15%; 光库科技(光芯片/光通信) 0.15%
022219,华润元大双鑫债券D,债券型-混合二级,0.00%,0.00%,0.00%,0.30%,0.30%,1,中微公司(电芯片/核心半导体) 0.30%
023606,平安鑫瑞混合F,混合型-偏债,0.00%,0.00%,0.30%,0.00%,0.30%,2,新易盛(光芯片/光通信) 0.15%; 光库科技(光芯片/光通信) 0.15%
024650,前海开源中证A500指数增强A,指数型-股票,0.00%,0.00%,0.30%,0.00%,0.30%,1,中际旭创(光芯片/光通信) 0.30%
024651,前海开源中证A500指数增强C,指数型-股票,0.00%,0.00%,0.30%,0.00%,0.30%,1,中际旭创(光芯片/光通信) 0.30%
024758,广发智荟多元配置六个月持有混合(FOF)C,FOF-稳健型,0.00%,0.00%,0.15%,0.15%,0.30%,2,寒武纪(电芯片/核心半导体) 0.15%; 中际旭创(光芯片/光通信) 0.15%
024757,广发智荟多元配置六个月持有混合(FOF)A,FOF-稳健型,0.00%,0.00%,0.15%,0.15%,0.30%,2,寒武纪(电芯片/核心半导体) 0.15%; 中际旭创(光芯片/光通信) 0.15%
024956,平安添享6个月持有债券A,债券型-混合二级,0.00%,0.00%,0.30%,0.00%,0.30%,2,光库科技(光芯片/光通信) 0.15%; 新易盛(光芯片/光通信) 0.15%
024957,平安添享6个月持有债券C,债券型-混合二级,0.00%,0.00%,0.30%,0.00%,0.30%,2,光库科技(光芯片/光通信) 0.15%; 新易盛(光芯片/光通信) 0.15%
026039,长信稳健添益债券A,债券型-混合二级,0.00%,0.00%,0.00%,0.30%,0.30%,1,思瑞浦(电芯片/核心半导体) 0.30%
026040,长信稳健添益债券C,债券型-混合二级,0.00%,0.00%,0.00%,0.30%,0.30%,1,思瑞浦(电芯片/核心半导体) 0.30%
007666,华夏鼎泓债券A,债券型-混合二级,0.00%,0.00%,0.29%,0.00%,0.29%,2,中际旭创(光芯片/光通信) 0.15%; 新易盛(光芯片/光通信) 0.14%
007667,华夏鼎泓债券C,债券型-混合二级,0.00%,0.00%,0.29%,0.00%,0.29%,2,中际旭创(光芯片/光通信) 0.15%; 新易盛(光芯片/光通信) 0.14%
011624,华夏卓享债券A,债券型-混合二级,0.00%,0.00%,0.29%,0.00%,0.29%,2,中际旭创(光芯片/光通信) 0.15%; 新易盛(光芯片/光通信) 0.14%
011625,华夏卓享债券C,债券型-混合二级,0.00%,0.00%,0.29%,0.00%,0.29%,2,中际旭创(光芯片/光通信) 0.15%; 新易盛(光芯片/光通信) 0.14%
024205,华夏卓享债券D,债券型-混合二级,0.00%,0.00%,0.29%,0.00%,0.29%,2,中际旭创(光芯片/光通信) 0.15%; 新易盛(光芯片/光通信) 0.14%
009766,安信平稳双利3个月持有混合A,混合型-偏债,0.00%,0.00%,0.29%,0.00%,0.29%,1,新易盛(光芯片/光通信) 0.29%
009767,安信平稳双利3个月持有混合C,混合型-偏债,0.00%,0.00%,0.29%,0.00%,0.29%,1,新易盛(光芯片/光通信) 0.29%
012025,兴业聚兴混合A,混合型-偏债,0.00%,0.00%,0.00%,0.29%,0.29%,1,北方华创(电芯片/核心半导体) 0.29%
012026,兴业聚兴混合C,混合型-偏债,0.00%,0.00%,0.00%,0.29%,0.29%,1,北方华创(电芯片/核心半导体) 0.29%
006290,南方养老2035三年持有混合(FOF)A,FOF-均衡型,0.00%,0.28%,0.00%,0.00%,0.28%,1,兆易创新(存储) 0.28%
006291,南方养老2035三年持有混合(FOF)C,FOF-均衡型,0.00%,0.28%,0.00%,0.00%,0.28%,1,兆易创新(存储) 0.28%
009250,易方达磐泰一年持有期混合C,混合型-偏债,0.00%,0.00%,0.28%,0.00%,0.28%,1,新易盛(光芯片/光通信) 0.28%
009249,易方达磐泰一年持有期混合A,混合型-偏债,0.00%,0.00%,0.28%,0.00%,0.28%,1,新易盛(光芯片/光通信) 0.28%
013944,招商智星稳健配置混合(FOF-LOF)C,FOF-稳健型,0.00%,0.00%,0.28%,0.00%,0.28%,1,中际旭创(光芯片/光通信) 0.28%
017018,农银瑞泽添利债券C,债券型-混合二级,0.00%,0.00%,0.00%,0.28%,0.28%,1,寒武纪(电芯片/核心半导体) 0.28%
017017,农银瑞泽添利债券A,债券型-混合二级,0.00%,0.00%,0.00%,0.28%,0.28%,1,寒武纪(电芯片/核心半导体) 0.28%
017376,南方养老2035三年持有混合(FOF)Y,FOF-均衡型,0.00%,0.28%,0.00%,0.00%,0.28%,1,兆易创新(存储) 0.28%
