基金代码,基金名称,基金类型,证券代码,证券名称,口径,分类,占净值比例,原始重复行数,原始最大行序号
019172,摩根纳斯达克100指数(QDII)人民币A,指数型-海外股票,MSFT,微软,狭义海外AI,AI云/软件,5.37%,1,3
019172,摩根纳斯达克100指数(QDII)人民币A,指数型-海外股票,AMZN,亚马逊,狭义海外AI,AI云,4.37%,1,4
019172,摩根纳斯达克100指数(QDII)人民币A,指数型-海外股票,META,Meta Platforms Inc-A,狭义海外AI,AI平台,3.30%,1,6
019172,摩根纳斯达克100指数(QDII)人民币A,指数型-海外股票,GOOGL,谷歌-A,狭义海外AI,AI云/大模型,3.27%,1,8
019172,摩根纳斯达克100指数(QDII)人民币A,指数型-海外股票,GOOG,谷歌-C,狭义海外AI,AI云/大模型,3.05%,1,9
019172,摩根纳斯达克100指数(QDII)人民币A,指数型-海外股票,AVGO,博通,狭义海外AI,AI网络/ASIC,2.87%,1,10
019173,摩根纳斯达克100指数(QDII)人民币C,指数型-海外股票,NVDA,英伟达,狭义海外AI,核心算力-GPU,8.28%,1,1
019173,摩根纳斯达克100指数(QDII)人民币C,指数型-海外股票,MSFT,微软,狭义海外AI,AI云/软件,5.37%,1,3
019173,摩根纳斯达克100指数(QDII)人民币C,指数型-海外股票,AMZN,亚马逊,狭义海外AI,AI云,4.37%,1,4
019173,摩根纳斯达克100指数(QDII)人民币C,指数型-海外股票,META,Meta Platforms Inc-A,狭义海外AI,AI平台,3.30%,1,6
019173,摩根纳斯达克100指数(QDII)人民币C,指数型-海外股票,GOOGL,谷歌-A,狭义海外AI,AI云/大模型,3.27%,1,8
019173,摩根纳斯达克100指数(QDII)人民币C,指数型-海外股票,GOOG,谷歌-C,狭义海外AI,AI云/大模型,3.05%,1,9
019173,摩根纳斯达克100指数(QDII)人民币C,指数型-海外股票,AVGO,博通,狭义海外AI,AI网络/ASIC,2.87%,1,10
019174,摩根纳斯达克100指数(QDII)美元现汇A,指数型-海外股票,NVDA,英伟达,狭义海外AI,核心算力-GPU,8.28%,1,1
019174,摩根纳斯达克100指数(QDII)美元现汇A,指数型-海外股票,MSFT,微软,狭义海外AI,AI云/软件,5.37%,1,3
019174,摩根纳斯达克100指数(QDII)美元现汇A,指数型-海外股票,AMZN,亚马逊,狭义海外AI,AI云,4.37%,1,4
019174,摩根纳斯达克100指数(QDII)美元现汇A,指数型-海外股票,META,Meta Platforms Inc-A,狭义海外AI,AI平台,3.30%,1,6
019174,摩根纳斯达克100指数(QDII)美元现汇A,指数型-海外股票,GOOGL,谷歌-A,狭义海外AI,AI云/大模型,3.27%,1,8
019174,摩根纳斯达克100指数(QDII)美元现汇A,指数型-海外股票,GOOG,谷歌-C,狭义海外AI,AI云/大模型,3.05%,1,9
019174,摩根纳斯达克100指数(QDII)美元现汇A,指数型-海外股票,AVGO,博通,狭义海外AI,AI网络/ASIC,2.87%,1,10
019175,摩根纳斯达克100指数(QDII)美元现汇C,指数型-海外股票,NVDA,英伟达,狭义海外AI,核心算力-GPU,8.28%,1,1
019175,摩根纳斯达克100指数(QDII)美元现汇C,指数型-海外股票,MSFT,微软,狭义海外AI,AI云/软件,5.37%,1,3
019175,摩根纳斯达克100指数(QDII)美元现汇C,指数型-海外股票,AMZN,亚马逊,狭义海外AI,AI云,4.37%,1,4
019175,摩根纳斯达克100指数(QDII)美元现汇C,指数型-海外股票,META,Meta Platforms Inc-A,狭义海外AI,AI平台,3.30%,1,6
019175,摩根纳斯达克100指数(QDII)美元现汇C,指数型-海外股票,GOOGL,谷歌-A,狭义海外AI,AI云/大模型,3.27%,1,8
019175,摩根纳斯达克100指数(QDII)美元现汇C,指数型-海外股票,GOOG,谷歌-C,狭义海外AI,AI云/大模型,3.05%,1,9
019175,摩根纳斯达克100指数(QDII)美元现汇C,指数型-海外股票,AVGO,博通,狭义海外AI,AI网络/ASIC,2.87%,1,10
019176,汇添富添添乐双鑫债券A,债券型-混合二级,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,0.48%,1,6
019177,汇添富添添乐双鑫债券C,债券型-混合二级,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,0.48%,1,6
019189,华商品质价值混合A,混合型-偏股,03896,金山云,广义离岸中国AI,中国离岸云计算,3.17%,1,6
019189,华商品质价值混合A,混合型-偏股,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,2.73%,1,8
019189,华商品质价值混合A,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,2.55%,1,10
019190,华商品质价值混合C,混合型-偏股,03896,金山云,广义离岸中国AI,中国离岸云计算,3.17%,1,6
019190,华商品质价值混合C,混合型-偏股,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,2.73%,1,8
019190,华商品质价值混合C,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,2.55%,1,10
019252,光大创新生活混合C,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,4.69%,1,3
019252,光大创新生活混合C,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,3.12%,1,7
019265,南方港股数字经济混合发起(QDII)A,QDII-混合偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,7.37%,1,1
019265,南方港股数字经济混合发起(QDII)A,QDII-混合偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,3.91%,1,8
019266,南方港股数字经济混合发起(QDII)C,QDII-混合偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,7.37%,1,1
019266,南方港股数字经济混合发起(QDII)C,QDII-混合偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,3.91%,1,8
019305,摩根标普500指数(QDII)人民币C,指数型-海外股票,NVDA,英伟达,狭义海外AI,核心算力-GPU,7.45%,1,1
019305,摩根标普500指数(QDII)人民币C,指数型-海外股票,MSFT,微软,狭义海外AI,AI云/软件,4.84%,1,3
019305,摩根标普500指数(QDII)人民币C,指数型-海外股票,AMZN,亚马逊,狭义海外AI,AI云,3.56%,1,4
019305,摩根标普500指数(QDII)人民币C,指数型-海外股票,GOOGL,谷歌-A,狭义海外AI,AI云/大模型,2.94%,1,5
019305,摩根标普500指数(QDII)人民币C,指数型-海外股票,AVGO,博通,狭义海外AI,AI网络/ASIC,2.57%,1,6
019305,摩根标普500指数(QDII)人民币C,指数型-海外股票,GOOG,谷歌-C,狭义海外AI,AI云/大模型,2.35%,1,7
019305,摩根标普500指数(QDII)人民币C,指数型-海外股票,META,Meta Platforms Inc-A,狭义海外AI,AI平台,2.19%,1,8
019328,国泰金盛回报混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,5.66%,1,1
019329,国泰金盛回报混合C,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,5.66%,1,1
019340,西部利得研究精选混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,3.08%,1,5
019341,西部利得研究精选混合C,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,3.08%,1,5
019352,招商精选企业混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,4.93%,1,1
019353,招商精选企业混合C,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,4.93%,1,1
019360,汇添富积极优选三年定开混合,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,4.53%,1,2
019387,中欧时代共赢混合发起A1,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,4.95%,1,9
019388,中欧时代共赢混合发起A2,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,4.95%,1,9
019389,中欧时代共赢混合发起A3,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,4.95%,1,9
019390,光大研究精选混合C,混合型-偏股,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,2.15%,1,9
019392,嘉实匠心严选混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,7.30%,1,1
019392,嘉实匠心严选混合A,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,5.74%,1,3
019393,嘉实匠心严选混合C,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,7.30%,1,1
019393,嘉实匠心严选混合C,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,5.74%,1,3
019417,中欧磐固债券A,债券型-混合二级,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,0.63%,1,3
019417,中欧磐固债券A,债券型-混合二级,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,0.49%,1,4
019418,中欧磐固债券C,债券型-混合二级,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,0.63%,1,3
019418,中欧磐固债券C,债券型-混合二级,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,0.49%,1,4
019426,中银数字经济混合A,混合型-偏股,01347,华虹半导体,广义离岸中国AI,中国离岸半导体制造,3.99%,1,8
019427,中银数字经济混合C,混合型-偏股,01347,华虹半导体,广义离岸中国AI,中国离岸半导体制造,3.99%,1,8
019433,国泰海通消费机遇混合发起A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,3.27%,1,7
019434,国泰海通消费机遇混合发起C,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,3.27%,1,7
019435,易米鑫选品质混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,9.57%,1,1
019435,易米鑫选品质混合A,混合型-偏股,00992,联想集团,广义离岸中国AI,中国离岸AI PC/服务器,4.73%,1,5
019435,易米鑫选品质混合A,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,4.23%,1,6
019436,易米鑫选品质混合C,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,9.57%,1,1
019436,易米鑫选品质混合C,混合型-偏股,00992,联想集团,广义离岸中国AI,中国离岸AI PC/服务器,4.73%,1,5
019436,易米鑫选品质混合C,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,4.23%,1,6
019441,万家纳斯达克100指数发起式(QDII)A,指数型-海外股票,NVDA,英伟达,狭义海外AI,核心算力-GPU,8.19%,1,1
019441,万家纳斯达克100指数发起式(QDII)A,指数型-海外股票,MSFT,微软,狭义海外AI,AI云/软件,5.31%,1,3
019441,万家纳斯达克100指数发起式(QDII)A,指数型-海外股票,AMZN,亚马逊,狭义海外AI,AI云,4.32%,1,4
019441,万家纳斯达克100指数发起式(QDII)A,指数型-海外股票,META,Meta Platforms Inc-A,狭义海外AI,AI平台,3.26%,1,6
019441,万家纳斯达克100指数发起式(QDII)A,指数型-海外股票,GOOGL,谷歌-A,狭义海外AI,AI云/大模型,3.24%,1,8
019441,万家纳斯达克100指数发起式(QDII)A,指数型-海外股票,GOOG,谷歌-C,狭义海外AI,AI云/大模型,3.02%,1,9
019441,万家纳斯达克100指数发起式(QDII)A,指数型-海外股票,AVGO,博通,狭义海外AI,AI网络/ASIC,2.84%,1,10
019442,万家纳斯达克100指数发起式(QDII)C,指数型-海外股票,NVDA,英伟达,狭义海外AI,核心算力-GPU,8.19%,1,1
019442,万家纳斯达克100指数发起式(QDII)C,指数型-海外股票,MSFT,微软,狭义海外AI,AI云/软件,5.31%,1,3
019442,万家纳斯达克100指数发起式(QDII)C,指数型-海外股票,AMZN,亚马逊,狭义海外AI,AI云,4.32%,1,4
019442,万家纳斯达克100指数发起式(QDII)C,指数型-海外股票,META,Meta Platforms Inc-A,狭义海外AI,AI平台,3.26%,1,6
019442,万家纳斯达克100指数发起式(QDII)C,指数型-海外股票,GOOGL,谷歌-A,狭义海外AI,AI云/大模型,3.24%,1,8
019442,万家纳斯达克100指数发起式(QDII)C,指数型-海外股票,GOOG,谷歌-C,狭义海外AI,AI云/大模型,3.02%,1,9
019442,万家纳斯达克100指数发起式(QDII)C,指数型-海外股票,AVGO,博通,狭义海外AI,AI网络/ASIC,2.84%,1,10
019447,华夏全球科技先锋混合(QDII)A(美元现汇),QDII-混合偏股,TSM,台积电,狭义海外AI,先进制程代工,4.87%,1,2
019447,华夏全球科技先锋混合(QDII)A(美元现汇),QDII-混合偏股,LITE,Lumentum Holdings Inc,扩展海外AI,光通信器件,4.72%,1,3
019447,华夏全球科技先锋混合(QDII)A(美元现汇),QDII-混合偏股,GLW,康宁,扩展海外AI,光纤/材料,4.15%,1,6
019447,华夏全球科技先锋混合(QDII)A(美元现汇),QDII-混合偏股,SNDK,闪迪,扩展海外AI,AI存储,2.66%,1,7
019447,华夏全球科技先锋混合(QDII)A(美元现汇),QDII-混合偏股,MU,美光科技,狭义海外AI,AI存储/HBM,2.30%,1,8
019448,华夏全球科技先锋混合(QDII)A(美元现钞),QDII-混合偏股,TSM,台积电,狭义海外AI,先进制程代工,4.87%,1,2
019448,华夏全球科技先锋混合(QDII)A(美元现钞),QDII-混合偏股,LITE,Lumentum Holdings Inc,扩展海外AI,光通信器件,4.72%,1,3
019448,华夏全球科技先锋混合(QDII)A(美元现钞),QDII-混合偏股,GLW,康宁,扩展海外AI,光纤/材料,4.15%,1,6
019448,华夏全球科技先锋混合(QDII)A(美元现钞),QDII-混合偏股,SNDK,闪迪,扩展海外AI,AI存储,2.66%,1,7
019448,华夏全球科技先锋混合(QDII)A(美元现钞),QDII-混合偏股,MU,美光科技,狭义海外AI,AI存储/HBM,2.30%,1,8
019450,摩根欧洲动力策略股票(QDII)C,QDII-普通股票,ASML,阿斯麦控股公司,狭义海外AI,半导体设备,4.27%,1,1
019470,华夏信兴回报混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,2.13%,1,6
019470,华夏信兴回报混合A,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,2.13%,1,8
019471,华夏信兴回报混合C,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,2.13%,1,6
019471,华夏信兴回报混合C,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,2.13%,1,8
019496,招商和享均衡养老三年持有期混合(FOF)Y,FOF-均衡型,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,0.20%,1,6
019498,兴全创新优势混合A,混合型-偏股,03896,金山云,广义离岸中国AI,中国离岸云计算,5.11%,1,3
019498,兴全创新优势混合A,混合型-偏股,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,4.66%,1,6
019499,兴全创新优势混合C,混合型-偏股,03896,金山云,广义离岸中国AI,中国离岸云计算,5.11%,1,3
019499,兴全创新优势混合C,混合型-偏股,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,4.66%,1,6
019513,中欧汇利债券E,债券型-混合二级,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,0.86%,1,2
019513,中欧汇利债券E,债券型-混合二级,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,0.50%,1,5
019521,景顺长城价值发现混合A1,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,5.22%,1,2
019521,景顺长城价值发现混合A1,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,4.72%,1,5
019522,景顺长城价值发现混合A2,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,5.22%,1,2
019522,景顺长城价值发现混合A2,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,4.72%,1,5
019523,景顺长城价值发现混合A3,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,5.22%,1,2
019523,景顺长城价值发现混合A3,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,4.72%,1,5
019535,东方红新兴成长混合A,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,3.49%,1,7
019536,东方红新兴成长混合C,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,3.49%,1,7
019546,汇添富上证50基本面增强指数D,指数型-股票,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,3.55%,1,10
019549,华夏全球股票美元现汇(QDII),QDII-普通股票,NVDA,英伟达,狭义海外AI,核心算力-GPU,3.34%,1,1
019549,华夏全球股票美元现汇(QDII),QDII-普通股票,AMZN,亚马逊,狭义海外AI,AI云,2.99%,1,2
019549,华夏全球股票美元现汇(QDII),QDII-普通股票,GOOGL,谷歌-A,狭义海外AI,AI云/大模型,2.94%,1,3
019549,华夏全球股票美元现汇(QDII),QDII-普通股票,MSFT,微软,狭义海外AI,AI云/软件,2.76%,1,4
019549,华夏全球股票美元现汇(QDII),QDII-普通股票,TSM,台积电,狭义海外AI,先进制程代工,2.68%,1,5
019549,华夏全球股票美元现汇(QDII),QDII-普通股票,AVGO,博通,狭义海外AI,AI网络/ASIC,2.17%,1,7
019549,华夏全球股票美元现汇(QDII),QDII-普通股票,MU,美光科技,狭义海外AI,AI存储/HBM,1.77%,1,8
