基金代码,基金名称,基金类型,证券代码,证券名称,口径,分类,占净值比例,原始重复行数,原始最大行序号
011898,长城悦享回报债券C,债券型-混合二级,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,0.59%,1,6
011908,广发沪港深价值精选混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,8.04%,1,1
011908,广发沪港深价值精选混合A,混合型-偏股,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,4.47%,1,4
011909,广发沪港深价值精选混合C,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,8.04%,1,1
011909,广发沪港深价值精选混合C,混合型-偏股,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,4.47%,1,4
011913,华夏永泓一年持有混合A,混合型-偏债,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,0.65%,1,4
011913,华夏永泓一年持有混合A,混合型-偏债,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,0.63%,1,5
011914,华夏永泓一年持有混合C,混合型-偏债,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,0.65%,1,4
011914,华夏永泓一年持有混合C,混合型-偏债,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,0.63%,1,5
011923,大成消费精选股票A,股票型,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,4.89%,1,8
011924,嘉实港股互联网产业核心资产A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,9.37%,1,1
011924,嘉实港股互联网产业核心资产A,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,8.97%,1,2
011924,嘉实港股互联网产业核心资产A,混合型-偏股,09660,地平线机器人-W,广义离岸中国AI,中国离岸AI芯片/自动驾驶,5.08%,1,7
011924,嘉实港股互联网产业核心资产A,混合型-偏股,01347,华虹半导体,广义离岸中国AI,中国离岸半导体制造,4.21%,1,8
011925,嘉实港股互联网产业核心资产C,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,9.37%,1,1
011925,嘉实港股互联网产业核心资产C,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,8.97%,1,2
011925,嘉实港股互联网产业核心资产C,混合型-偏股,09660,地平线机器人-W,广义离岸中国AI,中国离岸AI芯片/自动驾驶,5.08%,1,7
011925,嘉实港股互联网产业核心资产C,混合型-偏股,01347,华虹半导体,广义离岸中国AI,中国离岸半导体制造,4.21%,1,8
011926,大成消费精选股票C,股票型,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,4.89%,1,8
011930,华夏时代前沿一年持有混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,7.69%,1,1
011930,华夏时代前沿一年持有混合A,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,7.14%,1,2
011930,华夏时代前沿一年持有混合A,混合型-偏股,03896,金山云,广义离岸中国AI,中国离岸云计算,6.06%,1,4
011931,华夏时代前沿一年持有混合C,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,7.69%,1,1
011931,华夏时代前沿一年持有混合C,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,7.14%,1,2
011931,华夏时代前沿一年持有混合C,混合型-偏股,03896,金山云,广义离岸中国AI,中国离岸云计算,6.06%,1,4
011932,工银战略远见混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,5.03%,1,3
011933,工银战略远见混合C,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,5.03%,1,3
011936,华夏阿尔法精选混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,4.86%,1,3
011937,华夏阿尔法精选混合C,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,4.86%,1,3
011969,建信港股通精选混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,9.89%,1,1
011969,建信港股通精选混合A,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,4.97%,1,5
011970,建信港股通精选混合C,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,9.89%,1,1
011970,建信港股通精选混合C,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,4.97%,1,5
012001,中泰星宇价值成长混合A,混合型-偏股,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,8.47%,1,5
012001,中泰星宇价值成长混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,7.04%,1,6
012002,中泰星宇价值成长混合C,混合型-偏股,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,8.47%,1,5
012002,中泰星宇价值成长混合C,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,7.04%,1,6
012003,招商价值成长混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,4.12%,1,4
012004,招商价值成长混合C,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,4.12%,1,4
012008,易方达稳健回报混合A,混合型-平衡,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,5.00%,1,3
012008,易方达稳健回报混合A,混合型-平衡,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,2.59%,1,6
012009,易方达稳健回报混合C,混合型-平衡,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,5.00%,1,3
012009,易方达稳健回报混合C,混合型-平衡,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,2.59%,1,6
012014,工银聚润6个月持有混合A,混合型-偏债,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,1.16%,1,7
012014,工银聚润6个月持有混合A,混合型-偏债,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,0.99%,1,9
012014,工银聚润6个月持有混合A,混合型-偏债,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,0.94%,1,10
012015,工银聚润6个月持有混合C,混合型-偏债,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,1.16%,1,7
012015,工银聚润6个月持有混合C,混合型-偏债,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,0.99%,1,9
012015,工银聚润6个月持有混合C,混合型-偏债,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,0.94%,1,10
012029,广发恒鑫一年持有期混合A,混合型-偏债,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,0.78%,1,7
012030,广发恒鑫一年持有期混合C,混合型-偏债,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,0.78%,1,7
012033,广发睿盛混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,4.23%,1,10
012034,广发睿盛混合C,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,4.23%,1,10
012060,富国全球消费精选混合(QDII)人民币A,QDII-混合偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,4.21%,1,3
012060,富国全球消费精选混合(QDII)人民币A,QDII-混合偏股,GOOGL,谷歌-A,狭义海外AI,AI云/大模型,3.58%,1,5
012061,富国全球消费精选混合(QDII)美元,QDII-混合偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,4.21%,1,3
012061,富国全球消费精选混合(QDII)美元,QDII-混合偏股,GOOGL,谷歌-A,狭义海外AI,AI云/大模型,3.58%,1,5
012062,富国全球消费精选混合(QDII)人民币C,QDII-混合偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,4.21%,1,3
012062,富国全球消费精选混合(QDII)人民币C,QDII-混合偏股,GOOGL,谷歌-A,狭义海外AI,AI云/大模型,3.58%,1,5
012064,圆信永丰兴诺一年持有期混合,混合型-灵活,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,8.03%,1,3
012064,圆信永丰兴诺一年持有期混合,混合型-灵活,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,6.41%,1,5
012064,圆信永丰兴诺一年持有期混合,混合型-灵活,01347,华虹半导体,广义离岸中国AI,中国离岸半导体制造,2.57%,1,9
012067,嘉实蓝筹优势混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,7.27%,1,1
012068,嘉实蓝筹优势混合C,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,7.27%,1,1
012073,华安均衡优选混合A,混合型-偏股,03896,金山云,广义离岸中国AI,中国离岸云计算,3.53%,1,2
012073,华安均衡优选混合A,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,3.16%,1,5
012074,华安均衡优选混合C,混合型-偏股,03896,金山云,广义离岸中国AI,中国离岸云计算,3.53%,1,2
012074,华安均衡优选混合C,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,3.16%,1,5
012075,易方达稳健添利混合A,混合型-平衡,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,4.43%,1,3
012075,易方达稳健添利混合A,混合型-平衡,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,2.30%,1,6
012076,易方达稳健添利混合C,混合型-平衡,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,4.43%,1,3
012076,易方达稳健添利混合C,混合型-平衡,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,2.30%,1,6
012088,东方红锦和甄选18个月持有混合A,混合型-偏债,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,0.97%,1,2
012089,东方红锦和甄选18个月持有混合C,混合型-偏债,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,0.97%,1,2
012096,鑫元鑫动力混合A,混合型-偏股,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,6.72%,1,4
012097,鑫元鑫动力混合C,混合型-偏股,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,6.72%,1,4
012111,鹏华安颐混合A,混合型-偏债,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,0.04%,1,10
012112,鹏华安颐混合C,混合型-偏债,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,0.04%,1,10
012119,工银核心优势混合A,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,4.00%,1,9
012120,工银核心优势混合C,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,4.00%,1,9
012123,招商金安成长严选混合,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,2.31%,1,8
012124,博道盛彦混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,8.67%,1,1
012125,博道盛彦混合C,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,8.67%,1,1
012130,景顺长城先进智造混合A,混合型-偏股,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,4.50%,1,1
012131,景顺长城先进智造混合C,混合型-偏股,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,4.50%,1,1
012138,景顺长城安益回报一年持有混合A,混合型-偏债,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,2.53%,1,3
012139,景顺长城安益回报一年持有混合C,混合型-偏债,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,2.53%,1,3
012150,诺德价值发现一年持有混合,混合型-偏股,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,5.89%,1,6
012150,诺德价值发现一年持有混合,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,3.82%,1,10
012154,博时研究慧选混合C,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,3.15%,1,10
012157,汇添富上证50基本面增强指数A,指数型-股票,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,3.55%,1,10
012158,汇添富上证50基本面增强指数C,指数型-股票,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,3.55%,1,10
012161,安信招信一年持有混合A,混合型-偏债,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,0.55%,1,5
012162,安信招信一年持有混合C,混合型-偏债,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,0.55%,1,5
012170,华夏永顺一年持有混合A,混合型-偏债,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,1.43%,1,4
012170,华夏永顺一年持有混合A,混合型-偏债,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,1.06%,1,6
012171,华夏永顺一年持有混合C,混合型-偏债,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,1.43%,1,4
012171,华夏永顺一年持有混合C,混合型-偏债,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,1.06%,1,6
012175,易方达稳健增利混合A,混合型-平衡,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,4.86%,1,3
012175,易方达稳健增利混合A,混合型-平衡,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,2.52%,1,6
012176,易方达稳健增利混合C,混合型-平衡,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,4.86%,1,3
012176,易方达稳健增利混合C,混合型-平衡,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,2.52%,1,6
012184,大成创新趋势混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,3.33%,1,9
012185,大成创新趋势混合C,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,3.33%,1,9
012186,招商品质成长混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,3.97%,1,9
012187,招商品质成长混合C,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,3.97%,1,9
012188,华安优势龙头混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,4.08%,1,4
012189,华安优势龙头混合C,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,4.08%,1,4
012191,中银恒泰9个月持有期债券A,债券型-混合二级,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,1.06%,1,1
012191,中银恒泰9个月持有期债券A,债券型-混合二级,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,0.95%,1,2
012192,中银恒泰9个月持有期债券C,债券型-混合二级,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,1.06%,1,1
012192,中银恒泰9个月持有期债券C,债券型-混合二级,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,0.95%,1,2
012198,国金核心资产一年持有A,混合型-偏股,01347,华虹半导体,广义离岸中国AI,中国离岸半导体制造,6.31%,1,2
012198,国金核心资产一年持有A,混合型-偏股,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,4.04%,1,5
012198,国金核心资产一年持有A,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,3.19%,1,8
012199,国金核心资产一年持有C,混合型-偏股,01347,华虹半导体,广义离岸中国AI,中国离岸半导体制造,6.31%,1,2
012199,国金核心资产一年持有C,混合型-偏股,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,4.04%,1,5
012199,国金核心资产一年持有C,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,3.19%,1,8
012202,中加消费优选混合A,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,4.64%,1,4
012203,中加消费优选混合C,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,4.64%,1,4
012204,中银通利债券A,债券型-混合二级,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,0.50%,1,4
012205,中银通利债券C,债券型-混合二级,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,0.50%,1,4
012208,华夏港股前沿经济混合(QDII)A,QDII-混合偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,8.74%,1,1
012208,华夏港股前沿经济混合(QDII)A,QDII-混合偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,6.15%,1,2
012208,华夏港股前沿经济混合(QDII)A,QDII-混合偏股,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,6.02%,1,3
012208,华夏港股前沿经济混合(QDII)A,QDII-混合偏股,09888,百度集团-SW,广义离岸中国AI,中国离岸AI/自动驾驶/云,4.34%,1,6
012209,华夏港股前沿经济混合(QDII)C,QDII-混合偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,8.74%,1,1
012209,华夏港股前沿经济混合(QDII)C,QDII-混合偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,6.15%,1,2
012209,华夏港股前沿经济混合(QDII)C,QDII-混合偏股,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,6.02%,1,3
012209,华夏港股前沿经济混合(QDII)C,QDII-混合偏股,09888,百度集团-SW,广义离岸中国AI,中国离岸AI/自动驾驶/云,4.34%,1,6
012210,申万菱信智能汽车股票A,股票型,09660,地平线机器人-W,广义离岸中国AI,中国离岸AI芯片/自动驾驶,6.27%,1,7
012211,申万菱信智能汽车股票C,股票型,09660,地平线机器人-W,广义离岸中国AI,中国离岸AI芯片/自动驾驶,6.27%,1,7
012225,嘉实优势精选混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,7.87%,1,1
012226,嘉实优势精选混合C,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,7.87%,1,1
012227,景顺长城港股通全球竞争力A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,7.97%,1,1
012228,景顺长城港股通全球竞争力C,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,7.97%,1,1
012239,惠升优势企业一年持有期混合,混合型-灵活,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,3.93%,1,3
012253,鹏扬景润一年持有混合A,混合型-偏债,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,2.33%,1,2
012254,鹏扬景润一年持有混合C,混合型-偏债,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,2.33%,1,2
012255,富国高质量混合,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,3.91%,1,9
012260,广发睿明优质企业混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,3.96%,1,4
012260,广发睿明优质企业混合A,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,3.13%,1,8
012261,广发睿明优质企业混合C,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,3.96%,1,4
012261,广发睿明优质企业混合C,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,3.13%,1,8
012292,泰康鼎泰一年持有期混合A,混合型-偏债,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,3.76%,1,1
012293,泰康鼎泰一年持有期混合C,混合型-偏债,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,3.76%,1,1
012294,泰康优势精选三年持有期混合,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,6.73%,1,1
012330,广发集优9个月持有期债券A,债券型-混合二级,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,0.72%,1,6
012331,广发集优9个月持有期债券C,债券型-混合二级,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,0.72%,1,6
012360,汇丰晋信港股通核心资产股票发起式A,股票型,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,9.41%,1,2
012361,汇丰晋信港股通核心资产股票发起式C,股票型,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,9.41%,1,2
012377,长盛安睿一年持有混合A,混合型-偏债,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,4.40%,1,3
012378,长盛安睿一年持有混合C,混合型-偏债,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,4.40%,1,3
012379,创金合信港股互联网3个月持有期混合(QDII)A,QDII-混合偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,7.39%,1,1
012379,创金合信港股互联网3个月持有期混合(QDII)A,QDII-混合偏股,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,6.77%,1,2
012379,创金合信港股互联网3个月持有期混合(QDII)A,QDII-混合偏股,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,6.45%,1,4
012379,创金合信港股互联网3个月持有期混合(QDII)A,QDII-混合偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,5.90%,1,5
012379,创金合信港股互联网3个月持有期混合(QDII)A,QDII-混合偏股,09660,地平线机器人-W,广义离岸中国AI,中国离岸AI芯片/自动驾驶,2.15%,1,10
012380,创金合信港股互联网3个月持有期混合(QDII)C,QDII-混合偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,7.39%,1,1
012380,创金合信港股互联网3个月持有期混合(QDII)C,QDII-混合偏股,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,6.77%,1,2
012380,创金合信港股互联网3个月持有期混合(QDII)C,QDII-混合偏股,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,6.45%,1,4
012380,创金合信港股互联网3个月持有期混合(QDII)C,QDII-混合偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,5.90%,1,5
012380,创金合信港股互联网3个月持有期混合(QDII)C,QDII-混合偏股,09660,地平线机器人-W,广义离岸中国AI,中国离岸AI芯片/自动驾驶,2.15%,1,10
012397,南方佳元6个月持有债券A,债券型-混合二级,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,0.44%,1,7
012398,南方佳元6个月持有债券C,债券型-混合二级,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,0.44%,1,7
012399,南方永元一年持有债券A,债券型-混合二级,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,0.62%,1,3
012399,南方永元一年持有债券A,债券型-混合二级,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,0.44%,1,7
012400,南方永元一年持有债券C,债券型-混合二级,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,0.62%,1,3
012400,南方永元一年持有债券C,债券型-混合二级,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,0.44%,1,7
012406,永赢长远价值混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,3.03%,1,7
012407,永赢长远价值混合C,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,3.03%,1,7
012408,广发恒昌一年持有混合A,混合型-偏债,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,3.12%,1,2
012408,广发恒昌一年持有混合A,混合型-偏债,02228,晶泰控股,广义离岸中国AI,中国离岸AI制药,1.62%,1,4
012409,广发恒昌一年持有混合C,混合型-偏债,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,3.12%,1,2
012409,广发恒昌一年持有混合C,混合型-偏债,02228,晶泰控股,广义离岸中国AI,中国离岸AI制药,1.62%,1,4
012412,汇泉策略优选混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,1.97%,1,4
012428,华夏核心制造混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,7.59%,1,4
012428,华夏核心制造混合A,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,4.97%,1,7
012429,华夏核心制造混合C,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,7.59%,1,4
012429,华夏核心制造混合C,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,4.97%,1,7
012434,银华多元回报一年持有期混合,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,4.39%,1,1
012434,银华多元回报一年持有期混合,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,4.13%,1,2
012439,东方红睿和三年持有混合C,混合型-偏股,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,3.57%,1,6
012447,华夏互联网龙头混合A,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,9.79%,1,1
012447,华夏互联网龙头混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,8.23%,1,2
012448,华夏互联网龙头混合C,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,9.79%,1,1
012448,华夏互联网龙头混合C,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,8.23%,1,2
012459,汇添富稳健睿享一年持有混合A,混合型-偏债,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,0.29%,1,6
012460,汇添富稳健睿享一年持有混合C,混合型-偏债,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,0.29%,1,6
012473,大成成长回报六个月持有混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,3.35%,1,10
012474,大成成长回报六个月持有混合C,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,3.35%,1,10
012477,富国匠心精选12个月持有混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,8.39%,1,5
012478,富国匠心精选12个月持有混合C,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,8.39%,1,5
012483,前海开源优质龙头6个月持有混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,6.09%,1,2
012483,前海开源优质龙头6个月持有混合A,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,5.33%,1,7
012484,前海开源优质龙头6个月持有混合C,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,6.09%,1,2
012484,前海开源优质龙头6个月持有混合C,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,5.33%,1,7
012485,建信汇益一年持有混合A,混合型-偏债,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,0.60%,1,5
012486,建信汇益一年持有混合C,混合型-偏债,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,0.60%,1,5
012493,长信内需均衡混合A,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,7.88%,1,1
012494,长信内需均衡混合C,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,7.88%,1,1
012496,同泰行业优选股票A,股票型,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,5.43%,1,9
012497,同泰行业优选股票C,股票型,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,5.43%,1,9
012502,银华安盛混合,混合型-偏股,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,6.10%,1,3
012502,银华安盛混合,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,5.65%,1,4
012506,东方品质消费一年持有期混合A,混合型-偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,5.44%,1,1
012506,东方品质消费一年持有期混合A,混合型-偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,3.50%,1,9
