基金代码,基金名称,基金类型,AXTI占比,海外存储占比,海外光芯片/光通信占比,海外电芯片/核心半导体占比,海外合计占比,匹配持仓数,核心持仓摘要
025558,光大阳光启明星创新驱动混合A,混合型-偏股,0.00%,0.00%,2.22%,0.00%,2.22%,1,长飞光纤光缆(光芯片/光通信) 2.22%
007341,南方科技创新混合C,混合型-偏股,0.00%,0.00%,0.00%,2.21%,2.21%,1,华虹半导体(电芯片/核心半导体) 2.21%
007340,南方科技创新混合A,混合型-偏股,0.00%,0.00%,0.00%,2.21%,2.21%,1,华虹半导体(电芯片/核心半导体) 2.21%
011841,嘉实兴锐优选一年持有混合A,混合型-偏股,0.00%,0.00%,0.00%,2.21%,2.21%,1,中芯国际(电芯片/核心半导体) 2.21%
011842,嘉实兴锐优选一年持有混合C,混合型-偏股,0.00%,0.00%,0.00%,2.21%,2.21%,1,中芯国际(电芯片/核心半导体) 2.21%
008313,光大研究精选混合A,混合型-偏股,0.00%,0.00%,0.00%,2.15%,2.15%,1,中芯国际(电芯片/核心半导体) 2.15%
019390,光大研究精选混合C,混合型-偏股,0.00%,0.00%,0.00%,2.15%,2.15%,1,中芯国际(电芯片/核心半导体) 2.15%
011650,易方达逆向投资混合C,混合型-偏股,0.00%,0.00%,0.00%,2.13%,2.13%,1,中芯国际(电芯片/核心半导体) 2.13%
011649,易方达逆向投资混合A,混合型-偏股,0.00%,0.00%,0.00%,2.13%,2.13%,1,中芯国际(电芯片/核心半导体) 2.13%
018000,鹏华芯片产业混合发起式A,混合型-偏股,0.00%,0.00%,0.00%,2.13%,2.13%,1,中芯国际(电芯片/核心半导体) 2.13%
018001,鹏华芯片产业混合发起式C,混合型-偏股,0.00%,0.00%,0.00%,2.13%,2.13%,1,中芯国际(电芯片/核心半导体) 2.13%
013604,易方达均衡优选一年持有混合C,混合型-偏股,0.00%,0.00%,0.00%,2.12%,2.12%,1,中芯国际(电芯片/核心半导体) 2.12%
013603,易方达均衡优选一年持有混合A,混合型-偏股,0.00%,0.00%,0.00%,2.12%,2.12%,1,中芯国际(电芯片/核心半导体) 2.12%
025687,国泰半导体制造精选混合发起C,混合型-偏股,0.00%,0.00%,0.00%,2.01%,2.01%,1,华虹半导体(电芯片/核心半导体) 2.01%
025686,国泰半导体制造精选混合发起A,混合型-偏股,0.00%,0.00%,0.00%,2.01%,2.01%,1,华虹半导体(电芯片/核心半导体) 2.01%
014193,汇添富中证芯片产业指数增强发起式A,指数型-股票,0.00%,0.00%,0.00%,1.98%,1.98%,1,中芯国际(电芯片/核心半导体) 1.98%
014194,汇添富中证芯片产业指数增强发起式C,指数型-股票,0.00%,0.00%,0.00%,1.98%,1.98%,1,中芯国际(电芯片/核心半导体) 1.98%
010265,鹏华成长智选混合C,混合型-偏股,0.00%,0.00%,0.00%,1.96%,1.96%,2,中芯国际(电芯片/核心半导体) 1.01%; 华虹半导体(电芯片/核心半导体) 0.95%
010264,鹏华成长智选混合A,混合型-偏股,0.00%,0.00%,0.00%,1.96%,1.96%,2,中芯国际(电芯片/核心半导体) 1.01%; 华虹半导体(电芯片/核心半导体) 0.95%
009960,银华多元机遇混合,混合型-偏股,0.00%,0.00%,0.00%,1.92%,1.92%,1,华虹半导体(电芯片/核心半导体) 1.92%
013432,华泰柏瑞景气汇选三年持有期混合C,混合型-偏股,0.00%,0.00%,0.00%,1.77%,1.77%,1,中芯国际(电芯片/核心半导体) 1.77%
013431,华泰柏瑞景气汇选三年持有期混合A,混合型-偏股,0.00%,0.00%,0.00%,1.77%,1.77%,1,中芯国际(电芯片/核心半导体) 1.77%
010913,国泰成长价值混合C,混合型-偏股,0.00%,0.00%,0.00%,1.75%,1.75%,1,华虹半导体(电芯片/核心半导体) 1.75%
010912,国泰成长价值混合A,混合型-偏股,0.00%,0.00%,0.00%,1.75%,1.75%,1,华虹半导体(电芯片/核心半导体) 1.75%
022204,永赢中证A50指数增强发起A,指数型-股票,0.00%,0.00%,0.00%,1.72%,1.72%,1,中芯国际(电芯片/核心半导体) 1.72%
022205,永赢中证A50指数增强发起C,指数型-股票,0.00%,0.00%,0.00%,1.72%,1.72%,1,中芯国际(电芯片/核心半导体) 1.72%
021517,兴华兴利债券A,债券型-混合二级,0.00%,0.00%,0.00%,1.66%,1.66%,1,中芯国际(电芯片/核心半导体) 1.66%
021518,兴华兴利债券C,债券型-混合二级,0.00%,0.00%,0.00%,1.66%,1.66%,1,中芯国际(电芯片/核心半导体) 1.66%
007729,招商普盛全球配置(QDII)人民币A,QDII-混合灵活,0.00%,0.93%,0.00%,0.70%,1.63%,4,闪迪(存储) 0.59%; Arm Holdings plc ADR(电芯片/核心半导体) 0.35%; 博通(电芯片/核心半导体) 0.35%; 美光科技(存储) 0.34%
007975,招商普盛全球配置(QDII-FOF)美元现汇,QDII-混合灵活,0.00%,0.93%,0.00%,0.70%,1.63%,4,闪迪(存储) 0.59%; Arm Holdings plc ADR(电芯片/核心半导体) 0.35%; 博通(电芯片/核心半导体) 0.35%; 美光科技(存储) 0.34%
008183,招商普盛全球配置(QDII-FOF)美元现钞,QDII-混合灵活,0.00%,0.93%,0.00%,0.70%,1.63%,4,闪迪(存储) 0.59%; Arm Holdings plc ADR(电芯片/核心半导体) 0.35%; 博通(电芯片/核心半导体) 0.35%; 美光科技(存储) 0.34%
023559,招商普盛全球配置(QDII)人民币C,QDII-混合灵活,0.00%,0.93%,0.00%,0.70%,1.63%,4,闪迪(存储) 0.59%; Arm Holdings plc ADR(电芯片/核心半导体) 0.35%; 博通(电芯片/核心半导体) 0.35%; 美光科技(存储) 0.34%
025339,招商普盛全球配置(QDII)人民币D,QDII-混合灵活,0.00%,0.93%,0.00%,0.70%,1.63%,4,闪迪(存储) 0.59%; Arm Holdings plc ADR(电芯片/核心半导体) 0.35%; 博通(电芯片/核心半导体) 0.35%; 美光科技(存储) 0.34%
017607,华泰柏瑞轮动精选混合C,混合型-偏股,0.00%,0.00%,0.00%,1.62%,1.62%,1,中芯国际(电芯片/核心半导体) 1.62%
017606,华泰柏瑞轮动精选混合A,混合型-偏股,0.00%,0.00%,0.00%,1.62%,1.62%,1,中芯国际(电芯片/核心半导体) 1.62%
010905,博时双季鑫6个月持有混合C,混合型-偏债,0.00%,0.00%,0.00%,1.60%,1.60%,1,中芯国际(电芯片/核心半导体) 1.60%
010904,博时双季鑫6个月持有混合A,混合型-偏债,0.00%,0.00%,0.00%,1.60%,1.60%,1,中芯国际(电芯片/核心半导体) 1.60%
010924,博时双季鑫6个月持有混合B,混合型-偏债,0.00%,0.00%,0.00%,1.60%,1.60%,1,中芯国际(电芯片/核心半导体) 1.60%
004996,广发恒生中型股指数C,指数型-股票,0.00%,0.00%,0.00%,1.55%,1.55%,1,华虹半导体(电芯片/核心半导体) 1.55%
018238,广发恒生中型股指数(LOF)E,指数型-股票,0.00%,0.00%,0.00%,1.55%,1.55%,1,华虹半导体(电芯片/核心半导体) 1.55%
501303,广发恒生中型股指数(LOF)A,指数型-股票,0.00%,0.00%,0.00%,1.55%,1.55%,1,华虹半导体(电芯片/核心半导体) 1.55%
013824,汇丰晋信慧悦混合,混合型-偏债,0.00%,0.00%,0.00%,1.51%,1.51%,1,中芯国际(电芯片/核心半导体) 1.51%
011173,银华心享一年持有期混合,混合型-偏股,0.00%,0.00%,0.00%,1.39%,1.39%,1,中芯国际(电芯片/核心半导体) 1.39%
017987,易方达国企主题混合A,混合型-偏股,0.00%,0.00%,1.38%,0.00%,1.38%,1,长飞光纤光缆(光芯片/光通信) 1.38%
017988,易方达国企主题混合C,混合型-偏股,0.00%,0.00%,1.38%,0.00%,1.38%,1,长飞光纤光缆(光芯片/光通信) 1.38%
010737,易方达沪深300指数增强C,指数型-股票,0.00%,0.00%,0.00%,1.37%,1.37%,1,中芯国际(电芯片/核心半导体) 1.37%
010736,易方达沪深300指数增强A,指数型-股票,0.00%,0.00%,0.00%,1.37%,1.37%,1,中芯国际(电芯片/核心半导体) 1.37%
013590,南方比较优势混合A,混合型-偏股,0.00%,0.00%,1.37%,0.00%,1.37%,1,长飞光纤光缆(光芯片/光通信) 1.37%
013591,南方比较优势混合C,混合型-偏股,0.00%,0.00%,1.37%,0.00%,1.37%,1,长飞光纤光缆(光芯片/光通信) 1.37%
022914,易方达沪深300精选增强Y,指数型-股票,0.00%,0.00%,0.00%,1.37%,1.37%,1,中芯国际(电芯片/核心半导体) 1.37%
014095,南方誉盈一年持有混合C,混合型-偏债,0.00%,0.00%,0.00%,1.26%,1.26%,1,中芯国际(电芯片/核心半导体) 1.26%
014094,南方誉盈一年持有混合A,混合型-偏债,0.00%,0.00%,0.00%,1.26%,1.26%,1,中芯国际(电芯片/核心半导体) 1.26%
014698,南方誉稳一年持有混合C,混合型-偏债,0.00%,0.00%,0.00%,1.24%,1.24%,1,中芯国际(电芯片/核心半导体) 1.24%
014697,南方誉稳一年持有混合A,混合型-偏债,0.00%,0.00%,0.00%,1.24%,1.24%,1,中芯国际(电芯片/核心半导体) 1.24%
012704,中银兴利稳健回报灵活配置混合A,混合型-灵活,0.00%,0.00%,0.00%,1.22%,1.22%,1,中芯国际(电芯片/核心半导体) 1.22%
012705,中银兴利稳健回报灵活配置混合C,混合型-灵活,0.00%,0.00%,0.00%,1.22%,1.22%,1,中芯国际(电芯片/核心半导体) 1.22%
017623,同泰恒盛债券C,债券型-混合二级,0.00%,0.00%,1.19%,0.00%,1.19%,1,长飞光纤光缆(光芯片/光通信) 1.19%
017622,同泰恒盛债券A,债券型-混合二级,0.00%,0.00%,1.19%,0.00%,1.19%,1,长飞光纤光缆(光芯片/光通信) 1.19%
020709,同泰恒盛债券D,债券型-混合二级,0.00%,0.00%,1.19%,0.00%,1.19%,1,长飞光纤光缆(光芯片/光通信) 1.19%
020957,中银全球策略(QDII-FOF)C,QDII-FOF,0.00%,0.00%,0.17%,1.01%,1.18%,4,英伟达(电芯片/核心半导体) 0.45%; 阿斯麦(电芯片/核心半导体) 0.34%; 应用材料(电芯片/核心半导体) 0.22%; 康宁(光芯片/光通信) 0.17%
163813,中银全球策略(QDII-FOF)A,QDII-FOF,0.00%,0.00%,0.17%,1.01%,1.18%,4,英伟达(电芯片/核心半导体) 0.45%; 阿斯麦(电芯片/核心半导体) 0.34%; 应用材料(电芯片/核心半导体) 0.22%; 康宁(光芯片/光通信) 0.17%
016554,南方鑫悦15个月持有混合C,混合型-偏股,0.00%,0.00%,1.15%,0.00%,1.15%,1,长飞光纤光缆(光芯片/光通信) 1.15%
016553,南方鑫悦15个月持有混合A,混合型-偏股,0.00%,0.00%,1.15%,0.00%,1.15%,1,长飞光纤光缆(光芯片/光通信) 1.15%
015849,富国创新企业灵活配置混合(LOF)C,混合型-灵活,0.00%,0.00%,1.13%,0.00%,1.13%,1,长飞光纤光缆(光芯片/光通信) 1.13%
501077,富国创新企业灵活配置混合(LOF)A,混合型-灵活,0.00%,0.00%,1.13%,0.00%,1.13%,1,长飞光纤光缆(光芯片/光通信) 1.13%
011975,广发均衡回报混合A,混合型-平衡,0.00%,0.00%,1.12%,0.00%,1.12%,1,长飞光纤光缆(光芯片/光通信) 1.12%
011976,广发均衡回报混合C,混合型-平衡,0.00%,0.00%,1.12%,0.00%,1.12%,1,长飞光纤光缆(光芯片/光通信) 1.12%
008513,南方宝丰混合A,混合型-偏债,0.00%,0.00%,0.59%,0.49%,1.08%,2,长飞光纤光缆(光芯片/光通信) 0.59%; 中芯国际(电芯片/核心半导体) 0.49%
008514,南方宝丰混合C,混合型-偏债,0.00%,0.00%,0.59%,0.49%,1.08%,2,长飞光纤光缆(光芯片/光通信) 0.59%; 中芯国际(电芯片/核心半导体) 0.49%
012170,华夏永顺一年持有混合A,混合型-偏债,0.00%,0.00%,0.00%,1.06%,1.06%,1,中芯国际(电芯片/核心半导体) 1.06%
012171,华夏永顺一年持有混合C,混合型-偏债,0.00%,0.00%,0.00%,1.06%,1.06%,1,中芯国际(电芯片/核心半导体) 1.06%
010539,浙商智多金稳健一年持有期A,混合型-偏债,0.00%,0.00%,1.02%,0.00%,1.02%,1,长飞光纤光缆(光芯片/光通信) 1.02%
010540,浙商智多金稳健一年持有期C,混合型-偏债,0.00%,0.00%,1.02%,0.00%,1.02%,1,长飞光纤光缆(光芯片/光通信) 1.02%
012014,工银聚润6个月持有混合A,混合型-偏债,0.00%,0.00%,0.00%,0.99%,0.99%,1,中芯国际(电芯片/核心半导体) 0.99%
012015,工银聚润6个月持有混合C,混合型-偏债,0.00%,0.00%,0.00%,0.99%,0.99%,1,中芯国际(电芯片/核心半导体) 0.99%
010230,南方宝昌混合A,混合型-偏债,0.00%,0.00%,0.97%,0.00%,0.97%,1,长飞光纤光缆(光芯片/光通信) 0.97%
010231,南方宝昌混合C,混合型-偏债,0.00%,0.00%,0.97%,0.00%,0.97%,1,长飞光纤光缆(光芯片/光通信) 0.97%
017300,安信数字经济股票发起A,股票型,0.00%,0.00%,0.00%,0.94%,0.94%,1,中芯国际(电芯片/核心半导体) 0.94%
017301,安信数字经济股票发起C,股票型,0.00%,0.00%,0.00%,0.94%,0.94%,1,中芯国际(电芯片/核心半导体) 0.94%
015954,信澳鑫享债券C,债券型-混合二级,0.00%,0.00%,0.92%,0.00%,0.92%,1,长飞光纤光缆(光芯片/光通信) 0.92%
015953,信澳鑫享债券A,债券型-混合二级,0.00%,0.00%,0.92%,0.00%,0.92%,1,长飞光纤光缆(光芯片/光通信) 0.92%
011803,景顺长城宁景6个月持有混合A,混合型-偏债,0.00%,0.00%,0.00%,0.87%,0.87%,1,中芯国际(电芯片/核心半导体) 0.87%
011804,景顺长城宁景6个月持有混合C,混合型-偏债,0.00%,0.00%,0.00%,0.87%,0.87%,1,中芯国际(电芯片/核心半导体) 0.87%
025511,广发信息产业股票发起式A,股票型,0.00%,0.00%,0.85%,0.00%,0.85%,1,长飞光纤光缆(光芯片/光通信) 0.85%
025512,广发信息产业股票发起式C,股票型,0.00%,0.00%,0.85%,0.00%,0.85%,1,长飞光纤光缆(光芯片/光通信) 0.85%
005887,华夏鼎沛债券C,债券型-混合二级,0.00%,0.00%,0.83%,0.00%,0.83%,1,长飞光纤光缆(光芯片/光通信) 0.83%
005886,华夏鼎沛债券A,债券型-混合二级,0.00%,0.00%,0.83%,0.00%,0.83%,1,长飞光纤光缆(光芯片/光通信) 0.83%
008470,朱雀安鑫回报债券C,债券型-混合二级,0.00%,0.00%,0.00%,0.83%,0.83%,1,中芯国际(电芯片/核心半导体) 0.83%
008469,朱雀安鑫回报债券A,债券型-混合二级,0.00%,0.00%,0.00%,0.83%,0.83%,1,中芯国际(电芯片/核心半导体) 0.83%
005741,南方君信混合A,混合型-灵活,0.00%,0.00%,0.82%,0.00%,0.82%,1,长飞光纤光缆(光芯片/光通信) 0.82%
010150,南方君信混合C,混合型-灵活,0.00%,0.00%,0.82%,0.00%,0.82%,1,长飞光纤光缆(光芯片/光通信) 0.82%
009978,银华招利一年持有期混合C,混合型-偏债,0.00%,0.00%,0.00%,0.80%,0.80%,1,中芯国际(电芯片/核心半导体) 0.80%
009977,银华招利一年持有期混合A,混合型-偏债,0.00%,0.00%,0.00%,0.80%,0.80%,1,中芯国际(电芯片/核心半导体) 0.80%
012427,南方价值臻选混合C,混合型-灵活,0.00%,0.00%,0.78%,0.00%,0.78%,1,长飞光纤光缆(光芯片/光通信) 0.78%
012426,南方价值臻选混合A,混合型-灵活,0.00%,0.00%,0.78%,0.00%,0.78%,1,长飞光纤光缆(光芯片/光通信) 0.78%
006952,中银景元回报混合,混合型-偏债,0.00%,0.00%,0.00%,0.72%,0.72%,1,中芯国际(电芯片/核心半导体) 0.72%
015161,南方宝嘉混合C,混合型-偏债,0.00%,0.00%,0.70%,0.00%,0.70%,1,长飞光纤光缆(光芯片/光通信) 0.70%
015160,南方宝嘉混合A,混合型-偏债,0.00%,0.00%,0.70%,0.00%,0.70%,1,长飞光纤光缆(光芯片/光通信) 0.70%
020385,信澳恒瑞9个月持有期混合A,混合型-偏债,0.00%,0.00%,0.66%,0.00%,0.66%,1,长飞光纤光缆(光芯片/光通信) 0.66%
020386,信澳恒瑞9个月持有期混合C,混合型-偏债,0.00%,0.00%,0.66%,0.00%,0.66%,1,长飞光纤光缆(光芯片/光通信) 0.66%
011913,华夏永泓一年持有混合A,混合型-偏债,0.00%,0.00%,0.00%,0.63%,0.63%,1,中芯国际(电芯片/核心半导体) 0.63%
011914,华夏永泓一年持有混合C,混合型-偏债,0.00%,0.00%,0.00%,0.63%,0.63%,1,中芯国际(电芯片/核心半导体) 0.63%
011898,长城悦享回报债券C,债券型-混合二级,0.00%,0.00%,0.00%,0.59%,0.59%,1,中芯国际(电芯片/核心半导体) 0.59%
011897,长城悦享回报债券A,债券型-混合二级,0.00%,0.00%,0.00%,0.59%,0.59%,1,中芯国际(电芯片/核心半导体) 0.59%
016109,南方振元债券发起A,债券型-混合二级,0.00%,0.00%,0.56%,0.00%,0.56%,1,长飞光纤光缆(光芯片/光通信) 0.56%
016110,南方振元债券发起C,债券型-混合二级,0.00%,0.00%,0.56%,0.00%,0.56%,1,长飞光纤光缆(光芯片/光通信) 0.56%
011190,招商瑞安1年持有期混合A,混合型-偏债,0.00%,0.00%,0.46%,0.00%,0.46%,1,高伟电子(光芯片/光通信) 0.46%
011191,招商瑞安1年持有期混合C,混合型-偏债,0.00%,0.00%,0.46%,0.00%,0.46%,1,高伟电子(光芯片/光通信) 0.46%
020678,广发集盛债券A,债券型-混合二级,0.00%,0.00%,0.44%,0.00%,0.44%,1,长飞光纤光缆(光芯片/光通信) 0.44%
020679,广发集盛债券C,债券型-混合二级,0.00%,0.00%,0.44%,0.00%,0.44%,1,长飞光纤光缆(光芯片/光通信) 0.44%
009572,南方养老2040三年持有混合发起(FOF)A,FOF-均衡型,0.00%,0.00%,0.00%,0.43%,0.43%,1,中芯国际(电芯片/核心半导体) 0.43%
017377,南方养老2040三年持有混合发起(FOF)Y,FOF-均衡型,0.00%,0.00%,0.00%,0.43%,0.43%,1,中芯国际(电芯片/核心半导体) 0.43%
009423,招商瑞信稳健配置混合A,混合型-偏债,0.00%,0.00%,0.38%,0.00%,0.38%,1,高伟电子(光芯片/光通信) 0.38%
009424,招商瑞信稳健配置混合C,混合型-偏债,0.00%,0.00%,0.38%,0.00%,0.38%,1,高伟电子(光芯片/光通信) 0.38%
018507,创金合信益久9个月持有期债券C,债券型-混合二级,0.00%,0.00%,0.00%,0.37%,0.37%,1,中芯国际(电芯片/核心半导体) 0.37%
018506,创金合信益久9个月持有期债券A,债券型-混合二级,0.00%,0.00%,0.00%,0.37%,0.37%,1,中芯国际(电芯片/核心半导体) 0.37%
018508,创金合信益久9个月持有期债券E,债券型-混合二级,0.00%,0.00%,0.00%,0.37%,0.37%,1,中芯国际(电芯片/核心半导体) 0.37%
016869,景顺长城稳健增益债券A,债券型-混合二级,0.00%,0.00%,0.00%,0.36%,0.36%,1,中芯国际(电芯片/核心半导体) 0.36%
016870,景顺长城稳健增益债券C,债券型-混合二级,0.00%,0.00%,0.00%,0.36%,0.36%,1,中芯国际(电芯片/核心半导体) 0.36%
021796,广发稳信六个月持有期混合C,混合型-偏债,0.00%,0.00%,0.36%,0.00%,0.36%,1,高伟电子(光芯片/光通信) 0.36%
021795,广发稳信六个月持有期混合A,混合型-偏债,0.00%,0.00%,0.36%,0.00%,0.36%,1,高伟电子(光芯片/光通信) 0.36%
023392,景顺长城稳健增益债券F,债券型-混合二级,0.00%,0.00%,0.00%,0.36%,0.36%,1,中芯国际(电芯片/核心半导体) 0.36%
009842,东方红明鉴优选两年定开混合,混合型-偏债,0.00%,0.00%,0.00%,0.34%,0.34%,1,中芯国际(电芯片/核心半导体) 0.34%
007318,中银民丰回报混合,混合型-偏债,0.00%,0.00%,0.00%,0.32%,0.32%,1,中芯国际(电芯片/核心半导体) 0.32%
007660,招商和悦均衡养老三年持有混合(FOF)A,FOF-均衡型,0.00%,0.00%,0.00%,0.32%,0.32%,1,中芯国际(电芯片/核心半导体) 0.32%
014739,广发恒祥债券C,债券型-混合二级,0.00%,0.00%,0.32%,0.00%,0.32%,1,高伟电子(光芯片/光通信) 0.32%
014738,广发恒祥债券A,债券型-混合二级,0.00%,0.00%,0.32%,0.00%,0.32%,1,高伟电子(光芯片/光通信) 0.32%
016424,广发集汇债券A,债券型-混合二级,0.00%,0.00%,0.32%,0.00%,0.32%,1,高伟电子(光芯片/光通信) 0.32%
016425,广发集汇债券C,债券型-混合二级,0.00%,0.00%,0.32%,0.00%,0.32%,1,高伟电子(光芯片/光通信) 0.32%
017395,招商和悦均衡养老三年持有混合(FOF)Y,FOF-均衡型,0.00%,0.00%,0.00%,0.32%,0.32%,1,中芯国际(电芯片/核心半导体) 0.32%
017149,天弘稳健回报债券发起A,债券型-混合二级,0.00%,0.00%,0.00%,0.31%,0.31%,1,华虹半导体(电芯片/核心半导体) 0.31%
017150,天弘稳健回报债券发起C,债券型-混合二级,0.00%,0.00%,0.00%,0.31%,0.31%,1,华虹半导体(电芯片/核心半导体) 0.31%
021596,天弘稳健回报债券发起E,债券型-混合二级,0.00%,0.00%,0.00%,0.31%,0.31%,1,华虹半导体(电芯片/核心半导体) 0.31%
024615,天弘稳健回报债券发起D,债券型-混合二级,0.00%,0.00%,0.00%,0.31%,0.31%,1,华虹半导体(电芯片/核心半导体) 0.31%
011521,鹏扬景源一年持有混合A,混合型-偏债,0.00%,0.00%,0.30%,0.00%,0.30%,1,长飞光纤光缆(光芯片/光通信) 0.30%
011522,鹏扬景源一年持有混合C,混合型-偏债,0.00%,0.00%,0.30%,0.00%,0.30%,1,长飞光纤光缆(光芯片/光通信) 0.30%
017618,华泰柏瑞招享6个月持有期混合C,混合型-偏债,0.00%,0.00%,0.00%,0.30%,0.30%,1,中芯国际(电芯片/核心半导体) 0.30%
017617,华泰柏瑞招享6个月持有期混合A,混合型-偏债,0.00%,0.00%,0.00%,0.30%,0.30%,1,中芯国际(电芯片/核心半导体) 0.30%
022017,华泰柏瑞集利债券C,债券型-混合二级,0.00%,0.00%,0.00%,0.30%,0.30%,1,中芯国际(电芯片/核心半导体) 0.30%
022016,华泰柏瑞集利债券A,债券型-混合二级,0.00%,0.00%,0.00%,0.30%,0.30%,1,中芯国际(电芯片/核心半导体) 0.30%
001980,中欧量化驱动混合A,混合型-偏股,0.00%,0.00%,0.00%,0.29%,0.29%,1,华虹半导体(电芯片/核心半导体) 0.29%
009064,鹏扬景沃六个月持有期混合A,混合型-偏债,0.00%,0.00%,0.29%,0.00%,0.29%,1,长飞光纤光缆(光芯片/光通信) 0.29%
009065,鹏扬景沃六个月持有期混合C,混合型-偏债,0.00%,0.00%,0.29%,0.00%,0.29%,1,长飞光纤光缆(光芯片/光通信) 0.29%
020875,中欧量化驱动混合C,混合型-偏股,0.00%,0.00%,0.00%,0.29%,0.29%,1,华虹半导体(电芯片/核心半导体) 0.29%
019943,兴业恒益6个月持有期债券A,债券型-混合二级,0.00%,0.00%,0.26%,0.00%,0.26%,1,长飞光纤光缆(光芯片/光通信) 0.26%
019944,兴业恒益6个月持有期债券C,债券型-混合二级,0.00%,0.00%,0.26%,0.00%,0.26%,1,长飞光纤光缆(光芯片/光通信) 0.26%
022682,平安盈弘6个月持有债券(FOF)A,FOF-稳健型,0.00%,0.00%,0.00%,0.25%,0.25%,1,中芯国际(电芯片/核心半导体) 0.25%
022683,平安盈弘6个月持有债券(FOF)C,FOF-稳健型,0.00%,0.00%,0.00%,0.25%,0.25%,1,中芯国际(电芯片/核心半导体) 0.25%
018627,富国兴享回报6个月持有期混合C,混合型-偏债,0.00%,0.00%,0.00%,0.24%,0.24%,1,中芯国际(电芯片/核心半导体) 0.24%
018626,富国兴享回报6个月持有期混合A,混合型-偏债,0.00%,0.00%,0.00%,0.24%,0.24%,1,中芯国际(电芯片/核心半导体) 0.24%
012746,富国双利增强债券A,债券型-混合二级,0.00%,0.00%,0.00%,0.20%,0.20%,1,中芯国际(电芯片/核心半导体) 0.20%
012747,富国双利增强债券C,债券型-混合二级,0.00%,0.00%,0.00%,0.20%,0.20%,1,中芯国际(电芯片/核心半导体) 0.20%
019042,浦银安盛稳健富利180天持有债券C,债券型-混合二级,0.00%,0.00%,0.00%,0.20%,0.20%,1,华虹半导体(电芯片/核心半导体) 0.20%
019041,浦银安盛稳健富利180天持有债券A,债券型-混合二级,0.00%,0.00%,0.00%,0.20%,0.20%,1,华虹半导体(电芯片/核心半导体) 0.20%
024731,富国双利增强债券E,债券型-混合二级,0.00%,0.00%,0.00%,0.20%,0.20%,1,中芯国际(电芯片/核心半导体) 0.20%
021655,海富通量化选股混合A,混合型-偏股,0.00%,0.00%,0.00%,0.19%,0.19%,1,中芯国际(电芯片/核心半导体) 0.19%
021656,海富通量化选股混合C,混合型-偏股,0.00%,0.00%,0.00%,0.19%,0.19%,1,中芯国际(电芯片/核心半导体) 0.19%
019659,万家养老目标2045三年持有混合发起式(FOF),FOF-均衡型,0.00%,0.00%,0.00%,0.18%,0.18%,1,中芯国际(电芯片/核心半导体) 0.18%
017980,南方养老目标2055五年持有混合发起(FOF)A,FOF-进取型,0.00%,0.00%,0.00%,0.17%,0.17%,1,中芯国际(电芯片/核心半导体) 0.17%
020756,南方养老目标2055五年持有混合发起(FOF)Y,FOF-进取型,0.00%,0.00%,0.00%,0.17%,0.17%,1,中芯国际(电芯片/核心半导体) 0.17%
014887,招商安福1年定开债发起式,债券型-混合二级,0.00%,0.00%,0.11%,0.00%,0.11%,1,长飞光纤光缆(光芯片/光通信) 0.11%
018736,景顺长城景颐裕利债券A,债券型-混合二级,0.00%,0.00%,0.00%,0.11%,0.11%,1,中芯国际(电芯片/核心半导体) 0.11%
018737,景顺长城景颐裕利债券C,债券型-混合二级,0.00%,0.00%,0.00%,0.11%,0.11%,1,中芯国际(电芯片/核心半导体) 0.11%
025372,景顺长城景颐裕利债券F,债券型-混合二级,0.00%,0.00%,0.00%,0.11%,0.11%,1,中芯国际(电芯片/核心半导体) 0.11%
007272,景顺稳健养老目标三年混合(FOF)A,FOF-均衡型,0.00%,0.00%,0.10%,0.00%,0.10%,1,长飞光纤光缆(光芯片/光通信) 0.10%
017259,景顺稳健养老目标三年混合(FOF)Y,FOF-均衡型,0.00%,0.00%,0.10%,0.00%,0.10%,1,长飞光纤光缆(光芯片/光通信) 0.10%
025304,东方红汇诚债券C,债券型-混合二级,0.00%,0.00%,0.00%,0.08%,0.08%,1,中芯国际(电芯片/核心半导体) 0.08%
025303,东方红汇诚债券A,债券型-混合二级,0.00%,0.00%,0.00%,0.08%,0.08%,1,中芯国际(电芯片/核心半导体) 0.08%
012112,鹏华安颐混合C,混合型-偏债,0.00%,0.00%,0.00%,0.04%,0.04%,1,中芯国际(电芯片/核心半导体) 0.04%
012111,鹏华安颐混合A,混合型-偏债,0.00%,0.00%,0.00%,0.04%,0.04%,1,中芯国际(电芯片/核心半导体) 0.04%
025152,华富安康三个月持有期债券A,债券型-混合二级,0.00%,0.00%,0.00%,0.04%,0.04%,1,中芯国际(电芯片/核心半导体) 0.04%
025153,华富安康三个月持有期债券C,债券型-混合二级,0.00%,0.00%,0.00%,0.04%,0.04%,1,中芯国际(电芯片/核心半导体) 0.04%
000948,华夏沪港通恒生ETF联接A,指数型-股票,0.00%,0.00%,0.00%,0.00%,0.00%,1,中芯国际(电芯片/核心半导体) 0.00%
005734,华夏沪港通恒生ETF联接C,指数型-股票,0.00%,0.00%,0.00%,0.00%,0.00%,1,中芯国际(电芯片/核心半导体) 0.00%
024886,天弘港股科技ETF联接C,指数型-股票,0.00%,0.00%,0.00%,0.00%,0.00%,1,中芯国际(电芯片/核心半导体) 0.00%
